变量名,cardId,_name,_rarity,level,advance,star,skillLevels,abilities,nvalue,fetters,equipAdvance,equipStar,equipLevel,equipAwake,speedRate,languages,hp,damage,specialDamage,defence,specialDefence,strikeLevel,strikeDamage,strikeResistance,blockLevel,breakBlockLevel,blockPower,damageAdd,damageSub,mainSkillAdd,mainSkillSub
默认值,0,"""""",,80,17,12,<80;80;80;80;80;80>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{hp=31;speed=31;damage=31;defence=31;specialDamage=31;specialDefence=31},TRUE,16,5,90,5,0,<cn;kr;tw;en;pt;th;vn>,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",""""""
ID,卡牌ID,名字,修正稀有度,等级,阶数,星数,技能等级,潜能等级,个体值,羁绊,饰品阶数,饰品星级,饰品等级,饰品觉醒等级,速度值继承比例,语言区域,血量,物攻,特攻,物防,特防,暴击等级,暴击伤害,暴击抗性,格挡等级,破格挡等级,格挡强度,伤害加成,伤害减免,大招伤害加成,大招伤害抗性
1032,692,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1033,701,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1034,712,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1035,721,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1036,731,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1037,741,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1038,753,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1039,771,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1040,783,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1041,793,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1042,803,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1043,863,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1044,883,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1045,1071,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1046,1032,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1047,1082,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1048,1172,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1049,1221,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1050,1231,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1051,1253,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1052,1293,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1053,1303,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1054,1313,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1055,1393,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1056,1394,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1057,1423,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1058,1443,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1059,1503,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1060,1612,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1061,1802,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1062,1813,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1063,1841,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1064,1852,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1065,1853,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1066,1863,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1067,1893,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1068,1903,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1069,1911,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1070,1921,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1071,1931,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1072,1941,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1073,1951,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1074,2013,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1075,2023,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1076,2033,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1077,2073,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1078,2233,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1079,2242,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1080,2272,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1081,2302,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1082,2401,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1083,2473,,,90,19,12,<90;90;90;90;90;90>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,18,5,90,5,0,,120%,120%,120%,120%,120%,,,,,,,,,,
1084,2483,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1085,2593,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1086,2612,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1087,2633,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
1088,2683,,,100,21,12,<100;100;100;100;100;100>,{1=20;2=20;3=20;4=20;5=20;6=20;7=20;8=20;9=20;10=20},{specialDefence=31;defence=31;damage=31;hp=31;specialDamage=31;speed=31},TRUE,20,5,90,5,0,,160%,160%,160%,160%,160%,,,,,,,,,,
