变量名,hp,mp1,initMp1,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,hit,dodge,damageHit,damageDodge,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint,controlPer,immuneControl
40,8071,1000,400,0,0,0,697,697,210,210,0,0,56,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
41,8372,1000,400,0,0,0,714,714,215,215,0,0,57,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
42,8708,1000,400,0,0,0,732,732,220,220,0,0,58,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
43,9043,1000,400,0,0,0,750,750,225,225,0,0,60,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
44,9379,1000,400,0,0,0,767,767,230,230,0,0,61,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
45,9714,1000,400,0,0,0,785,785,235,235,0,0,63,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
46,10050,1000,400,0,0,0,803,803,240,240,0,0,64,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
47,10423,1000,400,0,0,0,822,822,246,246,0,0,66,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
48,10796,1000,400,0,0,0,840,840,252,252,0,0,67,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
49,11168,1000,400,0,0,0,859,859,257,257,0,0,69,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
50,11541,1000,400,0,0,0,877,877,263,263,0,0,70,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
51,11914,1000,400,0,0,0,896,896,269,269,0,0,72,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
52,12326,1000,400,0,0,0,916,916,275,275,0,0,74,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
53,12739,1000,400,0,0,0,936,936,281,281,0,0,75,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
54,13151,1000,400,0,0,0,955,955,287,287,0,0,77,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
55,13564,1000,400,0,0,0,975,975,293,293,0,0,78,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
56,13976,1000,400,0,0,0,995,995,299,299,0,0,80,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
57,14430,1000,400,0,0,0,1016,1016,305,305,0,0,82,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
58,14884,1000,400,0,0,0,1036,1036,311,311,0,0,83,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
59,15338,1000,400,0,0,0,1057,1057,318,318,0,0,85,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
60,15792,1000,400,0,0,0,1077,1077,324,324,0,0,86,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
61,16246,1000,400,0,0,0,1098,1098,330,330,0,0,88,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
62,16744,1000,400,0,0,0,1120,1120,337,337,0,0,90,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
63,17241,1000,400,0,0,0,1142,1142,343,343,0,0,92,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
64,17739,1000,400,0,0,0,1165,1165,350,350,0,0,93,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
65,18236,1000,400,0,0,0,1187,1187,356,356,0,0,95,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
66,18734,1000,400,0,0,0,1209,1209,363,363,0,0,97,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
67,19277,1000,400,0,0,0,1232,1232,370,370,0,0,99,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
68,19820,1000,400,0,0,0,1256,1256,377,377,0,0,101,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
69,20364,1000,400,0,0,0,1279,1279,384,384,0,0,102,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
70,20907,1000,400,0,0,0,1303,1303,391,391,0,0,104,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
71,21450,1000,400,0,0,0,1326,1326,398,398,0,0,106,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
72,22041,1000,400,0,0,0,1351,1351,405,405,0,0,108,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
73,22632,1000,400,0,0,0,1375,1375,413,413,0,0,110,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
74,23224,1000,400,0,0,0,1400,1400,420,420,0,0,112,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
75,23815,1000,400,0,0,0,1424,1424,428,428,0,0,114,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
76,24406,1000,400,0,0,0,1449,1449,435,435,0,0,116,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
77,25048,1000,400,0,0,0,1475,1475,443,443,0,0,118,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
78,25689,1000,400,0,0,0,1502,1502,451,451,0,0,120,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
79,26331,1000,400,0,0,0,1528,1528,458,458,0,0,122,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
80,26972,1000,400,0,0,0,1555,1555,466,466,0,0,124,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
81,27614,1000,400,0,0,0,1581,1581,474,474,0,0,126,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
82,28308,1000,400,0,0,0,1609,1609,482,482,0,0,128,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
83,29002,1000,400,0,0,0,1636,1636,491,491,0,0,131,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
84,29696,1000,400,0,0,0,1664,1664,499,499,0,0,133,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
85,30390,1000,400,0,0,0,1691,1691,508,508,0,0,136,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
86,31084,1000,400,0,0,0,1719,1719,516,516,0,0,138,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
87,31832,1000,400,0,0,0,1749,1749,525,525,0,0,140,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
88,32581,1000,400,0,0,0,1779,1779,534,534,0,0,142,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
89,33329,1000,400,0,0,0,1808,1808,542,542,0,0,145,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
90,34078,1000,400,0,0,0,1838,1838,551,551,0,0,147,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
91,34826,1000,400,0,0,0,1868,1868,560,560,0,0,149,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
92,35631,1000,400,0,0,0,1899,1899,570,570,0,0,152,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
93,36436,1000,400,0,0,0,1930,1930,579,579,0,0,154,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
94,37240,1000,400,0,0,0,1962,1962,589,589,0,0,157,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
95,38045,1000,400,0,0,0,1993,1993,598,598,0,0,159,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
96,38850,1000,400,0,0,0,2024,2024,608,608,0,0,162,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
97,39714,1000,400,0,0,0,2057,2057,618,618,0,0,165,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
98,40577,1000,400,0,0,0,2090,2090,628,628,0,0,167,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
99,41441,1000,400,0,0,0,2123,2123,637,637,0,0,170,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
100,42304,1000,400,0,0,0,2156,2156,647,647,0,0,172,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
101,43168,1000,400,0,0,0,2189,2189,657,657,0,0,175,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
102,44093,1000,400,0,0,0,2224,2224,667,667,0,0,178,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
103,45018,1000,400,0,0,0,2259,2259,677,677,0,0,181,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
104,45942,1000,400,0,0,0,2293,2293,688,688,0,0,183,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
105,46867,1000,400,0,0,0,2328,2328,698,698,0,0,186,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
106,47792,1000,400,0,0,0,2363,2363,708,708,0,0,189,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
107,48780,1000,400,0,0,0,2400,2400,719,719,0,0,192,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
108,49768,1000,400,0,0,0,2437,2437,730,730,0,0,195,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
109,50756,1000,400,0,0,0,2473,2473,742,742,0,0,198,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
110,51744,1000,400,0,0,0,2510,2510,753,753,0,0,201,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
111,52732,1000,400,0,0,0,2547,2547,764,764,0,0,204,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
112,53785,1000,400,0,0,0,2586,2586,776,776,0,0,207,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
113,54838,1000,400,0,0,0,2625,2625,787,787,0,0,210,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
114,55892,1000,400,0,0,0,2664,2664,799,799,0,0,213,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
115,56945,1000,400,0,0,0,2703,2703,810,810,0,0,216,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
116,57998,1000,400,0,0,0,2742,2742,822,822,0,0,219,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
117,59118,1000,400,0,0,0,2783,2783,834,834,0,0,222,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
118,60239,1000,400,0,0,0,2824,2824,847,847,0,0,226,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
119,61359,1000,400,0,0,0,2866,2866,859,859,0,0,229,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
120,62480,1000,400,0,0,0,2907,2907,872,872,0,0,233,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
121,63600,1000,400,0,0,0,2948,2948,884,884,0,0,236,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
122,64790,1000,400,0,0,0,2991,2991,897,897,0,0,239,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
123,65980,1000,400,0,0,0,3034,3034,910,910,0,0,243,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
124,67170,1000,400,0,0,0,3078,3078,924,924,0,0,246,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
125,68360,1000,400,0,0,0,3121,3121,937,937,0,0,250,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
126,69550,1000,400,0,0,0,3164,3164,950,950,0,0,253,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
127,70812,1000,400,0,0,0,3210,3210,963,963,0,0,257,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
128,72074,1000,400,0,0,0,3255,3255,977,977,0,0,260,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
129,73336,1000,400,0,0,0,3301,3301,990,990,0,0,264,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
130,74598,1000,400,0,0,0,3346,3346,1004,1004,0,0,267,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
131,75860,1000,400,0,0,0,3392,3392,1017,1017,0,0,271,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
132,77196,1000,400,0,0,0,3440,3440,1031,1031,0,0,275,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
133,78532,1000,400,0,0,0,3488,3488,1046,1046,0,0,279,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
134,79868,1000,400,0,0,0,3536,3536,1060,1060,0,0,283,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
135,81204,1000,400,0,0,0,3584,3584,1075,1075,0,0,287,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
136,82540,1000,400,0,0,0,3632,3632,1089,1089,0,0,291,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
137,83952,1000,400,0,0,0,3683,3683,1104,1104,0,0,295,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
138,85364,1000,400,0,0,0,3733,3733,1120,1120,0,0,299,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
139,86776,1000,400,0,0,0,3784,3784,1135,1135,0,0,303,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
140,88188,1000,400,0,0,0,3834,3834,1151,1151,0,0,307,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
141,89600,1000,400,0,0,0,3885,3885,1166,1166,0,0,311,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
142,91090,1000,400,0,0,0,3938,3938,1182,1182,0,0,315,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
143,92580,1000,400,0,0,0,3991,3991,1198,1198,0,0,319,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
144,94070,1000,400,0,0,0,4045,4045,1213,1213,0,0,324,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
145,95560,1000,400,0,0,0,4098,4098,1229,1229,0,0,328,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
146,97050,1000,400,0,0,0,4151,4151,1245,1245,0,0,332,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
147,98620,1000,400,0,0,0,4207,4207,1262,1262,0,0,336,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
148,100191,1000,400,0,0,0,4263,4263,1279,1279,0,0,341,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
149,101761,1000,400,0,0,0,4318,4318,1295,1295,0,0,345,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
150,103332,1000,400,0,0,0,4374,4374,1312,1312,0,0,350,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
151,104902,1000,400,0,0,0,4430,4430,1329,1329,0,0,354,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
152,106555,1000,400,0,0,0,4488,4488,1346,1346,0,0,359,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
153,108208,1000,400,0,0,0,4546,4546,1364,1364,0,0,364,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
154,109862,1000,400,0,0,0,4605,4605,1381,1381,0,0,368,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
155,111515,1000,400,0,0,0,4663,4663,1399,1399,0,0,373,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
156,113168,1000,400,0,0,0,4721,4721,1416,1416,0,0,378,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
157,114906,1000,400,0,0,0,4782,4782,1435,1435,0,0,383,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
158,116644,1000,400,0,0,0,4844,4844,1453,1453,0,0,388,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
159,118382,1000,400,0,0,0,4905,4905,1472,1472,0,0,392,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
160,120120,1000,400,0,0,0,4967,4967,1490,1490,0,0,397,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
161,121858,1000,400,0,0,0,5028,5028,1509,1509,0,0,402,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
162,123683,1000,400,0,0,0,5092,5092,1528,1528,0,0,407,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
163,125508,1000,400,0,0,0,5156,5156,1547,1547,0,0,412,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
164,127332,1000,400,0,0,0,5221,5221,1567,1567,0,0,418,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
165,129157,1000,400,0,0,0,5285,5285,1586,1586,0,0,423,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
166,130982,1000,400,0,0,0,5349,5349,1605,1605,0,0,428,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
167,132896,1000,400,0,0,0,5416,5416,1625,1625,0,0,433,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
168,134809,1000,400,0,0,0,5483,5483,1645,1645,0,0,439,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
169,136723,1000,400,0,0,0,5551,5551,1666,1666,0,0,444,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
170,138636,1000,400,0,0,0,5618,5618,1686,1686,0,0,450,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
171,140550,1000,400,0,0,0,5685,5685,1706,1706,0,0,455,500,15000,500,1,500,3000,1,1,1,1,500,500,500,500,1,1,1,1,1,500,500,1
