变量名,_beizhu,cardID,weight,weight2,CDTime,isForce,serverOpenDays,extraAward
默认值,"""""",0,0,0,0,0,0,{}
ID,名字备注,怪物ID,自然属性权重，对应 unit natureType,第二自然属性权重，对应 unit natureType,冷却时间,强制开关,开服天数,额外奖励
175,,2233,100,100,0,0,50,{22231=1;rmb=10}
176,,2241,100,0,0,0,0,{22241=1;rmb=10}
177,,2242,100,100,0,0,50,{22241=1;rmb=10}
179,,2271,100,100,0,0,0,{22271=1;rmb=10}
180,,2272,100,100,0,0,0,{22271=1;rmb=10}
181,,2301,100,100,0,0,0,{22301=1;rmb=10}
182,,2302,100,100,0,0,0,{22301=1;rmb=10}
183,,2351,0,0,0,0,0,{22351=1;rmb=10}
184,,2361,0,0,0,0,0,{22361=1;rmb=10}
185,,2391,0,0,0,0,0,{22391=1;rmb=10}
186,,2481,100,0,0,0,0,{22481=1;rmb=10}
187,,2482,100,100,0,0,0,{22481=1;rmb=10}
188,,2483,100,100,0,0,0,{22481=1;rmb=10}
189,,2591,100,0,0,0,0,{22591=1;rmb=10}
190,,2592,100,0,0,0,0,{22591=1;rmb=10}
191,,2593,100,0,0,0,0,{22591=1;rmb=10}
192,,2611,100,0,0,0,0,{rmb=10;22611=1}
193,,2612,100,100,0,0,0,{rmb=10;22611=1}
194,,2631,100,0,0,0,0,{rmb=10;22631=1}
195,,2632,100,0,0,0,0,{rmb=10;22631=1}
196,,2633,100,0,0,0,0,{rmb=10;22631=1}
197,,2681,100,100,0,0,0,{22681=1;rmb=10}
198,,2682,100,100,0,0,0,{22681=1;rmb=10}
199,,2683,100,100,0,0,0,{22681=1;rmb=10}
200,,2721,100,100,0,0,0,{22721=1;rmb=10}
201,,2722,100,100,0,0,0,{22721=1;rmb=10}
202,,2723,100,100,0,0,0,{22721=1;rmb=10}
203,,2821,100,0,0,0,0,{22821=1;rmb=10}
204,,2822,100,0,0,0,0,{22821=1;rmb=10}
205,,2871,100,0,0,0,0,{rmb=10;22871=1}
206,,2872,100,0,0,0,0,{rmb=10;22871=1}
207,,2873,100,0,0,0,0,{rmb=10;22871=1}
208,,2891,100,100,0,0,0,{rmb=10;22891=1}
209,,2921,100,0,0,0,0,{22921=1;rmb=10}
210,,2922,100,0,0,0,0,{22922=1;rmb=10}
211,,2923,100,0,0,0,0,{22921=1;rmb=10}
212,,2924,100,0,0,0,0,{22922=1;rmb=10}
213,,2961,100,0,0,0,0,{22961=1;rmb=10}
214,,2962,100,0,0,0,0,{22961=1;rmb=10}
215,,2963,100,0,0,0,0,{22961=1;rmb=10}
216,,3001,100,0,0,0,0,{23001=1;rmb=10}
217,,3002,100,0,0,0,0,{23001=1;rmb=10}
218,,3003,100,0,0,0,0,{23001=1;rmb=10}
219,,3011,100,0,0,0,0,{23011=1;rmb=10}
220,,3012,100,0,0,0,0,{23011=1;rmb=10}
221,,3021,100,0,0,0,0,{23021=1;rmb=10}
222,,3141,100,100,0,0,0,{rmb=10;23141=1}
223,,3142,100,100,0,0,0,{rmb=10;23141=1}
224,,3143,100,100,0,0,0,{rmb=10;23141=1}
225,,3281,100,0,0,0,0,{23281=1;rmb=10}
226,,3282,100,0,0,0,0,{23281=1;rmb=10}
227,,3283,100,100,0,0,0,{23281=1;rmb=10}
228,,3291,100,0,0,0,0,{23291=1;rmb=10}
229,,3292,100,0,0,0,0,{23291=1;rmb=10}
230,,3293,100,100,0,0,0,{23291=1;rmb=10}
231,,3301,100,0,0,0,0,{23301=1;rmb=10}
232,,3302,100,0,0,0,0,{23301=1;rmb=10}
233,,3303,100,100,0,0,0,{23301=1;rmb=10}
234,,3341,100,100,0,0,0,{23341=1;rmb=10}
235,,3342,100,100,0,0,0,{23341=1;rmb=10}
236,,3351,100,0,0,0,0,{23351=1;rmb=10}
237,,3352,100,0,0,0,0,{23351=1;rmb=10}
238,,3353,100,0,0,0,0,{23351=1;rmb=10}
239,,3411,100,100,0,0,0,{rmb=10;23411=1}
240,,3412,100,100,0,0,0,{rmb=10;23411=1}
241,,3431,100,0,0,0,0,{23431=1;rmb=10}
242,,3432,100,0,0,0,0,{23431=1;rmb=10}
243,,3471,100,0,0,0,0,{23471=1;rmb=10}
244,,3472,100,0,0,0,0,{23471=1;rmb=10}
245,,3501,100,100,0,0,0,{23501=1;rmb=10}
246,,3502,100,100,0,0,0,{23501=1;rmb=10}
247,,3511,100,100,0,0,0,{23511=1;rmb=10}
248,,3541,100,0,0,0,0,{23541=1;rmb=10}
249,,3542,100,0,0,0,0,{23541=1;rmb=10}
250,,3543,100,0,0,0,0,{23541=1;rmb=10}
251,,3561,100,100,0,0,0,{23561=1;rmb=10}
252,,3562,100,100,0,0,0,{23561=1;rmb=10}
253,,401,100,100,0,0,0,{20401=1;rmb=10}
254,,402,100,100,0,0,0,{20401=1;rmb=10}
255,,711,100,0,0,0,30,{20711=1;rmb=10}
256,,712,100,0,0,0,30,{20711=1;rmb=10}
257,,3591,100,100,0,0,50,{23591=1;rmb=10}
258,,3592,100,100,0,0,50,{23591=1;rmb=10}
259,,3631,0,0,0,0,0,{rmb=10;23631=1}
260,,2991,100,100,0,0,0,{22991=1;rmb=10}
261,,2992,100,100,0,0,0,{22991=1;rmb=10}
262,,2993,100,100,0,0,0,{22991=1;rmb=10}
263,,1981,0,0,0,0,0,{21981=1;rmb=10}
264,,2431,0,0,0,0,0,{rmb=10;22431=1}
265,,2381,0,0,0,0,0,{22381=1;rmb=10}
266,,3151,100,100,0,0,50,{rmb=10;23151=1}
267,,3152,100,100,0,0,50,{rmb=10;23151=1}
268,,2471,100,0,0,0,50,{22471=1;rmb=10}
269,,2472,100,0,0,0,50,{22471=1;rmb=10}
270,,2473,100,0,0,0,50,{22471=1;rmb=10}
271,,1911,100,100,0,0,50,{rmb=10;21911=1}
272,,1921,100,100,0,0,50,{rmb=10;21921=1}
273,,1931,100,100,0,0,50,{rmb=10;21931=1}
274,,3661,100,100,0,0,50,{rmb=10;23661=1}
275,,3662,100,100,0,0,50,{rmb=10;23661=1}
276,,3663,100,100,0,0,50,{rmb=10;23661=1}
277,,2401,100,0,0,0,50,{rmb=10;22401=1}
278,,341,100,100,0,0,50,{20341=1;rmb=10}
279,,1801,100,0,0,0,50,{21801=1;rmb=10}
280,,1802,100,0,0,0,50,{21801=1;rmb=10}
281,,151,100,100,0,0,30,{20151=1;rmb=10}
282,,152,100,100,0,0,30,{20151=1;rmb=10}
283,,153,100,100,0,0,30,{20151=1;rmb=10}
284,,161,100,100,0,0,80,{20161=1;rmb=10}
285,,162,100,100,0,0,80,{20161=1;rmb=10}
286,,163,100,100,0,0,80,{20161=1;rmb=10}
287,,221,100,0,0,0,50,{20221=1;rmb=10}
288,,222,100,0,0,0,50,{20221=1;rmb=10}
289,,241,100,0,0,0,0,{rmb=10;20241=1}
290,,242,100,0,0,0,0,{rmb=10;20241=1}
291,,641,100,100,0,0,80,{rmb=10;20641=1}
292,,1031,100,100,0,0,80,{21031=1;rmb=10}
293,,1032,100,100,0,0,80,{21031=1;rmb=10}
294,,1851,100,0,0,0,0,{21851=1;rmb=10}
295,,1852,100,0,0,0,0,{21851=1;rmb=10}
296,,1853,100,100,0,0,0,{21851=1;rmb=10}
297,,1941,100,100,0,0,80,{rmb=10;21941=1}
298,,1951,100,100,0,0,80,{rmb=10;21951=1}
299,,2031,100,0,0,0,80,{22031=1;rmb=10}
300,,2032,100,0,0,0,80,{22031=1;rmb=10}
301,,2033,100,100,0,0,80,{22031=1;rmb=10}
302,,2841,100,0,0,0,50,{22841=1;rmb=10}
303,,2842,100,0,0,0,50,{22841=1;rmb=10}
304,,2843,100,0,0,0,50,{22841=1;rmb=10}
305,,3771,100,100,0,0,80,{23771=1;rmb=10}
306,,3772,100,100,0,0,80,{23771=1;rmb=10}
307,,3841,100,0,0,0,80,{23841=1;rmb=10}
308,,3842,100,0,0,0,80,{23841=1;rmb=10}
309,,3843,100,0,0,0,80,{23841=1;rmb=10}
310,,1301,100,0,0,0,80,{21301=1;rmb=10}
311,,1302,100,0,0,0,80,{21301=1;rmb=10}
312,,1303,100,0,0,0,80,{21301=1;rmb=10}
313,,2441,0,0,0,0,0,{rmb=10;22441=1}
314,,3641,0,0,0,0,0,{rmb=10;23641=1}
315,,3642,0,0,0,0,0,{rmb=10;23641=1}
316,,3211,0,0,0,0,0,{23211=1;rmb=10}
317,,3221,0,0,0,0,0,{23221=1;rmb=10}
318,,3241,0,0,0,0,0,{23241=1;rmb=10}
319,,861,100,0,0,0,100,{20861=1;rmb=10}
320,,862,100,100,0,0,100,{20861=1;rmb=10}
321,,863,100,100,0,0,100,{20861=1;rmb=10}
322,,4131,100,0,0,0,100,{rmb=10;24131=1}
323,,4132,100,100,0,0,100,{rmb=10;24131=1}
324,,3261,0,0,0,0,0,{23261=1;rmb=10}
325,,1991,0,0,0,0,0,{21991=1;rmb=10}
326,,4171,0,0,0,0,0,{rmb=10;24171=1}
327,,4172,0,0,0,0,0,{rmb=10;24171=1}
328,,3611,0,0,0,0,0,{23611=1;rmb=10}
329,,1281,0,0,0,0,0,{21281=1;rmb=10}
