变量名,hp,mp1,initMp1,hpRecover,mp1Recover,mp2Recover,damage,specialDamage,defence,specialDefence,defenceIgnore,specialDefenceIgnore,speed,strike,strikeDamage,strikeResistance,block,breakBlock,blockPower,hit,dodge,damageHit,damageDodge,damageAdd,damageSub,ultimateAdd,ultimateSub,damageDeepen,damageReduce,suckBlood,rebound,cure,natureRestraint,controlPer,immuneControl
15,5580,1000,1,0,0,0,997,997,299,299,0,0,25,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,5975,1000,1,0,0,0,1024,1024,307,307,0,0,26,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,6430,1000,1,0,0,0,1050,1050,315,315,0,0,27,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,6885,1000,1,0,0,0,1078,1078,324,324,0,0,28,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,7340,1000,1,0,0,0,1106,1106,332,332,0,0,30,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,7795,1000,1,0,0,0,1134,1134,341,341,0,0,31,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,8250,1000,1,0,0,0,1162,1162,349,349,0,0,32,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,8771,1000,1,0,0,0,1190,1190,358,358,0,0,33,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,9292,1000,1,0,0,0,1220,1220,366,366,0,0,34,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,9813,1000,1,0,0,0,1249,1249,375,375,0,0,36,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,10334,1000,1,0,0,0,1279,1279,383,383,0,0,37,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,10855,1000,1,0,0,0,1308,1308,392,392,0,0,38,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,11448,1000,1,0,0,0,1338,1338,400,400,0,0,39,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,12041,1000,1,0,0,0,1369,1369,410,410,0,0,40,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,12634,1000,1,0,0,0,1400,1400,419,419,0,0,42,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,13227,1000,1,0,0,0,1431,1431,429,429,0,0,43,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,13820,1000,1,0,0,0,1462,1462,438,438,0,0,44,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,14490,1000,1,0,0,0,1493,1493,448,448,0,0,45,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,15160,1000,1,0,0,0,1526,1526,458,458,0,0,46,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,15830,1000,1,0,0,0,1559,1559,468,468,0,0,48,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
35,16500,1000,1,0,0,0,1592,1592,478,478,0,0,49,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,17170,1000,1,0,0,0,1625,1625,488,488,0,0,50,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
37,17922,1000,1,0,0,0,1658,1658,498,498,0,0,51,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,18674,1000,1,0,0,0,1692,1692,508,508,0,0,53,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,19426,1000,1,0,0,0,1727,1727,519,519,0,0,54,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,20178,1000,1,0,0,0,1761,1761,529,529,0,0,56,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,20930,1000,1,0,0,0,1796,1796,540,540,0,0,57,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
42,21769,1000,1,0,0,0,1830,1830,550,550,0,0,58,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
43,22608,1000,1,0,0,0,1867,1867,561,561,0,0,60,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,23447,1000,1,0,0,0,1904,1904,572,572,0,0,61,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,24286,1000,1,0,0,0,1941,1941,583,583,0,0,63,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,25125,1000,1,0,0,0,1978,1978,594,594,0,0,64,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,26057,1000,1,0,0,0,2015,2015,605,605,0,0,66,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
48,26989,1000,1,0,0,0,2054,2054,617,617,0,0,67,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,27921,1000,1,0,0,0,2093,2093,628,628,0,0,69,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,28853,1000,1,0,0,0,2132,2132,640,640,0,0,70,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
51,29785,1000,1,0,0,0,2171,2171,651,651,0,0,72,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,30816,1000,1,0,0,0,2210,2210,663,663,0,0,74,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,31847,1000,1,0,0,0,2251,2251,675,675,0,0,75,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,32878,1000,1,0,0,0,2292,2292,688,688,0,0,77,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,33909,1000,1,0,0,0,2333,2333,700,700,0,0,78,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,34940,1000,1,0,0,0,2374,2374,713,713,0,0,80,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,36075,1000,1,0,0,0,2415,2415,725,725,0,0,82,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,37210,1000,1,0,0,0,2459,2459,738,738,0,0,83,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,38345,1000,1,0,0,0,2503,2503,751,751,0,0,85,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,39480,1000,1,0,0,0,2547,2547,764,764,0,0,86,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,40615,1000,1,0,0,0,2591,2591,777,777,0,0,88,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,41859,1000,1,0,0,0,2635,2635,790,790,0,0,90,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,43103,1000,1,0,0,0,2681,2681,804,804,0,0,92,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,44347,1000,1,0,0,0,2727,2727,818,818,0,0,93,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,45591,1000,1,0,0,0,2773,2773,832,832,0,0,95,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,46835,1000,1,0,0,0,2819,2819,846,846,0,0,97,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,48193,1000,1,0,0,0,2865,2865,860,860,0,0,99,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,49551,1000,1,0,0,0,2915,2915,875,875,0,0,101,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,50909,1000,1,0,0,0,2964,2964,889,889,0,0,102,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,52267,1000,1,0,0,0,3014,3014,904,904,0,0,104,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,53625,1000,1,0,0,0,3063,3063,918,918,0,0,106,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,55103,1000,1,0,0,0,3113,3113,933,933,0,0,108,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,56581,1000,1,0,0,0,3165,3165,949,949,0,0,110,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,58059,1000,1,0,0,0,3217,3217,965,965,0,0,112,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,59537,1000,1,0,0,0,3269,3269,981,981,0,0,114,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,61015,1000,1,0,0,0,3321,3321,997,997,0,0,116,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,62619,1000,1,0,0,0,3373,3373,1013,1013,0,0,118,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,64223,1000,1,0,0,0,3428,3428,1029,1029,0,0,120,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,65827,1000,1,0,0,0,3483,3483,1046,1046,0,0,122,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,67431,1000,1,0,0,0,3538,3538,1062,1062,0,0,124,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,69035,1000,1,0,0,0,3593,3593,1079,1079,0,0,126,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,70770,1000,1,0,0,0,3648,3648,1095,1095,0,0,128,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,72505,1000,1,0,0,0,3706,3706,1112,1112,0,0,131,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,74240,1000,1,0,0,0,3764,3764,1129,1129,0,0,133,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,75975,1000,1,0,0,0,3822,3822,1146,1146,0,0,136,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,77710,1000,1,0,0,0,3880,3880,1163,1163,0,0,138,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,79581,1000,1,0,0,0,3938,3938,1180,1180,0,0,140,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,81452,1000,1,0,0,0,3999,3999,1199,1199,0,0,142,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,83323,1000,1,0,0,0,4061,4061,1217,1217,0,0,145,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,85194,1000,1,0,0,0,4122,4122,1236,1236,0,0,147,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,87065,1000,1,0,0,0,4184,4184,1254,1254,0,0,149,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,89077,1000,1,0,0,0,4245,4245,1273,1273,0,0,152,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,91089,1000,1,0,0,0,4310,4310,1292,1292,0,0,154,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,93101,1000,1,0,0,0,4375,4375,1312,1312,0,0,157,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,95113,1000,1,0,0,0,4440,4440,1331,1331,0,0,159,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,97125,1000,1,0,0,0,4505,4505,1351,1351,0,0,162,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,99284,1000,1,0,0,0,4570,4570,1370,1370,0,0,165,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,101443,1000,1,0,0,0,4639,4639,1391,1391,0,0,167,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,103602,1000,1,0,0,0,4707,4707,1411,1411,0,0,170,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,105761,1000,1,0,0,0,4776,4776,1432,1432,0,0,172,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,107920,1000,1,0,0,0,4844,4844,1452,1452,0,0,175,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,110232,1000,1,0,0,0,4913,4913,1473,1473,0,0,178,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,112544,1000,1,0,0,0,4985,4985,1495,1495,0,0,181,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,114856,1000,1,0,0,0,5057,5057,1517,1517,0,0,183,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,117168,1000,1,0,0,0,5129,5129,1539,1539,0,0,186,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,119480,1000,1,0,0,0,5201,5201,1561,1561,0,0,189,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,121950,1000,1,0,0,0,5273,5273,1583,1583,0,0,192,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,124420,1000,1,0,0,0,5349,5349,1605,1605,0,0,195,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,126890,1000,1,0,0,0,5425,5425,1628,1628,0,0,198,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,129360,1000,1,0,0,0,5501,5501,1650,1650,0,0,201,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,131830,1000,1,0,0,0,5577,5577,1673,1673,0,0,204,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,134463,1000,1,0,0,0,5653,5653,1695,1695,0,0,207,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,137096,1000,1,0,0,0,5733,5733,1719,1719,0,0,210,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,139729,1000,1,0,0,0,5813,5813,1743,1743,0,0,213,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,142362,1000,1,0,0,0,5893,5893,1767,1767,0,0,216,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,144995,1000,1,0,0,0,5973,5973,1791,1791,0,0,219,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
117,147796,1000,1,0,0,0,6053,6053,1815,1815,0,0,222,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,150597,1000,1,0,0,0,6137,6137,1841,1841,0,0,226,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,153398,1000,1,0,0,0,6222,6222,1866,1866,0,0,229,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,156199,1000,1,0,0,0,6306,6306,1892,1892,0,0,233,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,159000,1000,1,0,0,0,6391,6391,1917,1917,0,0,236,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,161975,1000,1,0,0,0,6475,6475,1943,1943,0,0,239,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,164950,1000,1,0,0,0,6564,6564,1969,1969,0,0,243,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,167925,1000,1,0,0,0,6652,6652,1996,1996,0,0,246,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,170900,1000,1,0,0,0,6741,6741,2022,2022,0,0,250,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,173875,1000,1,0,0,0,6829,6829,2049,2049,0,0,253,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,177030,1000,1,0,0,0,6918,6918,2075,2075,0,0,257,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
128,180185,1000,1,0,0,0,7011,7011,2103,2103,0,0,260,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
129,183340,1000,1,0,0,0,7104,7104,2131,2131,0,0,264,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,186495,1000,1,0,0,0,7197,7197,2159,2159,0,0,267,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,189650,1000,1,0,0,0,7290,7290,2187,2187,0,0,271,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,192990,1000,1,0,0,0,7383,7383,2215,2215,0,0,275,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,196330,1000,1,0,0,0,7480,7480,2244,2244,0,0,279,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,199670,1000,1,0,0,0,7577,7577,2273,2273,0,0,283,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,203010,1000,1,0,0,0,7674,7674,2302,2302,0,0,287,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
136,206350,1000,1,0,0,0,7771,7771,2331,2331,0,0,291,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
137,209880,1000,1,0,0,0,7868,7868,2360,2360,0,0,295,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
138,213410,1000,1,0,0,0,7970,7970,2391,2391,0,0,299,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,216940,1000,1,0,0,0,8073,8073,2422,2422,0,0,303,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,220470,1000,1,0,0,0,8175,8175,2453,2453,0,0,307,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,224000,1000,1,0,0,0,8278,8278,2484,2484,0,0,311,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,227725,1000,1,0,0,0,8380,8380,2515,2515,0,0,315,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,231450,1000,1,0,0,0,8487,8487,2547,2547,0,0,319,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
144,235175,1000,1,0,0,0,8594,8594,2579,2579,0,0,324,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,238900,1000,1,0,0,0,8701,8701,2611,2611,0,0,328,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,242625,1000,1,0,0,0,8808,8808,2643,2643,0,0,332,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,246551,1000,1,0,0,0,8915,8915,2675,2675,0,0,336,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,250477,1000,1,0,0,0,9027,9027,2709,2709,0,0,341,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,254403,1000,1,0,0,0,9139,9139,2742,2742,0,0,345,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
150,258329,1000,1,0,0,0,9251,9251,2776,2776,0,0,350,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
151,262255,1000,1,0,0,0,9363,9363,2809,2809,0,0,354,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,266388,1000,1,0,0,0,9475,9475,2843,2843,0,0,359,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,270521,1000,1,0,0,0,9592,9592,2878,2878,0,0,364,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,274654,1000,1,0,0,0,9709,9709,2913,2913,0,0,368,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,278787,1000,1,0,0,0,9826,9826,2948,2948,0,0,373,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
156,282920,1000,1,0,0,0,9943,9943,2983,2983,0,0,378,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
157,287265,1000,1,0,0,0,10060,10060,3018,3018,0,0,383,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,291610,1000,1,0,0,0,10183,10183,3055,3055,0,0,388,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,295955,1000,1,0,0,0,10305,10305,3092,3092,0,0,392,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,300300,1000,1,0,0,0,10428,10428,3129,3129,0,0,397,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,304645,1000,1,0,0,0,10550,10550,3166,3166,0,0,402,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,309207,1000,1,0,0,0,10673,10673,3203,3203,0,0,407,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,313769,1000,1,0,0,0,10800,10800,3241,3241,0,0,412,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
164,318331,1000,1,0,0,0,10928,10928,3279,3279,0,0,418,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
165,322893,1000,1,0,0,0,11055,11055,3317,3317,0,0,423,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
166,327455,1000,1,0,0,0,11183,11183,3355,3355,0,0,428,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,332239,1000,1,0,0,0,11310,11310,3393,3393,0,0,433,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,337023,1000,1,0,0,0,11444,11444,3433,3433,0,0,439,1,15000,1,1,1,3000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
