变量名,_beizhu,itemWeightMap,itemCount,costMap,vipStart,vipWeight,beginDate,endDate,position,levelRange,limitType,limitTimes,showUnable
212,,{5018=100;5017=100;5016=100},30,{coin3=570},0,100,0,20990101,16,<50;79>,0,0,FALSE
213,,{5021=100;5020=100;5019=100},30,{coin3=650},0,100,0,20990101,16,<60;84>,0,0,FALSE
214,,{5021=100;5020=100;5019=100},30,{coin3=650},0,100,0,20990101,16,<60;84>,0,0,FALSE
215,,{5023=100;5024=100;5022=100},30,{coin3=720},0,100,0,20990101,16,<70;100>,0,0,FALSE
216,,{5023=100;5024=100;5022=100},30,{coin3=720},0,100,0,20990101,16,<70;100>,0,0,FALSE
217,,{5026=100;5025=100;5027=100},30,{coin3=790},0,100,0,20990101,16,<80;104>,0,0,FALSE
218,,{5026=100;5025=100;5027=100},30,{coin3=790},0,100,0,20990101,16,<80;104>,0,0,FALSE
219,,{5030=100;5029=100;5028=100},30,{coin3=860},0,100,0,20990101,16,<85;109>,0,0,FALSE
220,,{5030=100;5029=100;5028=100},30,{coin3=860},0,100,0,20990101,16,<85;109>,0,0,FALSE
221,,{5031=100;5032=100;5033=100},30,{coin3=930},0,100,0,20990101,16,<95;114>,0,0,FALSE
222,,{5031=100;5032=100;5033=100},30,{coin3=930},0,100,0,20990101,16,<95;114>,0,0,FALSE
223,,{5035=100;5036=100;5034=100},30,{coin3=990},0,100,0,20990101,16,<100;119>,0,0,FALSE
224,,{5035=100;5036=100;5034=100},30,{coin3=990},0,100,0,20990101,16,<100;119>,0,0,FALSE
225,,{5039=100;5037=100;5038=100},30,{coin3=1020},0,100,0,20990101,16,<105;124>,0,0,FALSE
226,,{5039=100;5037=100;5038=100},30,{coin3=1020},0,100,0,20990101,16,<105;124>,0,0,FALSE
227,,{5041=100;5042=100;5040=100},30,{coin3=1050},0,100,0,20990101,16,<110;129>,0,0,FALSE
228,,{5041=100;5042=100;5040=100},30,{coin3=1050},0,100,0,20990101,16,<110;129>,0,0,FALSE
229,,{5044=100;5045=100;5043=100},30,{coin3=1080},0,100,0,20990101,16,<115;134>,0,0,FALSE
230,,{5044=100;5045=100;5043=100},30,{coin3=1080},0,100,0,20990101,16,<115;134>,0,0,FALSE
231,,{5046=100;5047=100;5048=100},30,{coin3=1140},0,100,0,20990101,16,<120;139>,0,0,FALSE
232,,{5046=100;5047=100;5048=100},30,{coin3=1140},0,100,0,20990101,16,<120;139>,0,0,FALSE
233,,{5051=100;5050=100;5049=100},30,{coin3=1200},0,100,0,20990101,16,<125;144>,0,0,FALSE
234,,{5051=100;5050=100;5049=100},30,{coin3=1200},0,100,0,20990101,16,<125;144>,0,0,FALSE
235,,{5052=100;5054=100;5053=100},30,{coin3=1270},0,100,0,20990101,16,<130;149>,0,0,FALSE
236,,{5052=100;5054=100;5053=100},30,{coin3=1270},0,100,0,20990101,16,<130;149>,0,0,FALSE
301,,{5003=100;5001=100;5002=100},30,{coin3=300},0,100,0,20990101,17,<1;27>,0,0,FALSE
302,,{5003=100;5001=100;5002=100},30,{coin3=300},0,100,0,20990101,17,<1;27>,0,0,FALSE
303,,{5006=100;5004=100;5005=100},30,{coin3=360},0,100,0,20990101,17,<1;39>,0,0,FALSE
304,,{5006=100;5004=100;5005=100},30,{coin3=360},0,100,0,20990101,17,<1;39>,0,0,FALSE
305,,{5008=100;5009=100;5007=100},30,{coin3=360},0,100,0,20990101,17,<1;49>,0,0,FALSE
306,,{5008=100;5009=100;5007=100},30,{coin3=360},0,100,0,20990101,17,<1;49>,0,0,FALSE
307,,{5010=100;5012=100;5011=100},30,{coin3=430},0,100,0,20990101,17,<28;59>,0,0,FALSE
308,,{5010=100;5012=100;5011=100},30,{coin3=430},0,100,0,20990101,17,<28;59>,0,0,FALSE
309,,{5013=100;5015=100;5014=100},30,{coin3=500},0,100,0,20990101,17,<40;69>,0,0,FALSE
310,,{5013=100;5015=100;5014=100},30,{coin3=500},0,100,0,20990101,17,<40;69>,0,0,FALSE
311,,{5018=100;5017=100;5016=100},30,{coin3=570},0,100,0,20990101,17,<50;79>,0,0,FALSE
312,,{5018=100;5017=100;5016=100},30,{coin3=570},0,100,0,20990101,17,<50;79>,0,0,FALSE
313,,{5021=100;5020=100;5019=100},30,{coin3=650},0,100,0,20990101,17,<60;84>,0,0,FALSE
314,,{5021=100;5020=100;5019=100},30,{coin3=650},0,100,0,20990101,17,<60;84>,0,0,FALSE
315,,{5023=100;5024=100;5022=100},30,{coin3=720},0,100,0,20990101,17,<70;100>,0,0,FALSE
316,,{5023=100;5024=100;5022=100},30,{coin3=720},0,100,0,20990101,17,<70;100>,0,0,FALSE
317,,{5026=100;5025=100;5027=100},30,{coin3=790},0,100,0,20990101,16,<80;104>,0,0,FALSE
318,,{5026=100;5025=100;5027=100},30,{coin3=790},0,100,0,20990101,16,<80;104>,0,0,FALSE
319,,{5030=100;5029=100;5028=100},30,{coin3=860},0,100,0,20990101,16,<85;109>,0,0,FALSE
320,,{5030=100;5029=100;5028=100},30,{coin3=860},0,100,0,20990101,16,<85;109>,0,0,FALSE
321,,{5031=100;5032=100;5033=100},30,{coin3=930},0,100,0,20990101,16,<95;114>,0,0,FALSE
322,,{5031=100;5032=100;5033=100},30,{coin3=930},0,100,0,20990101,16,<95;114>,0,0,FALSE
323,,{5035=100;5036=100;5034=100},30,{coin3=990},0,100,0,20990101,16,<100;119>,0,0,FALSE
324,,{5035=100;5036=100;5034=100},30,{coin3=990},0,100,0,20990101,16,<100;119>,0,0,FALSE
325,,{5039=100;5037=100;5038=100},30,{coin3=1020},0,100,0,20990101,16,<105;124>,0,0,FALSE
326,,{5039=100;5037=100;5038=100},30,{coin3=1020},0,100,0,20990101,16,<105;124>,0,0,FALSE
327,,{5041=100;5042=100;5040=100},30,{coin3=1050},0,100,0,20990101,16,<110;129>,0,0,FALSE
328,,{5041=100;5042=100;5040=100},30,{coin3=1050},0,100,0,20990101,16,<110;129>,0,0,FALSE
329,,{5044=100;5045=100;5043=100},30,{coin3=1080},0,100,0,20990101,16,<115;134>,0,0,FALSE
330,,{5044=100;5045=100;5043=100},30,{coin3=1080},0,100,0,20990101,16,<115;134>,0,0,FALSE
331,,{5046=100;5047=100;5048=100},30,{coin3=1140},0,100,0,20990101,16,<120;139>,0,0,FALSE
332,,{5046=100;5047=100;5048=100},30,{coin3=1140},0,100,0,20990101,16,<120;139>,0,0,FALSE
333,,{5051=100;5050=100;5049=100},30,{coin3=1200},0,100,0,20990101,16,<125;144>,0,0,FALSE
334,,{5051=100;5050=100;5049=100},30,{coin3=1200},0,100,0,20990101,16,<125;144>,0,0,FALSE
335,,{5052=100;5054=100;5053=100},30,{coin3=1270},0,100,0,20990101,16,<130;149>,0,0,FALSE
336,,{5052=100;5054=100;5053=100},30,{coin3=1270},0,100,0,20990101,16,<130;149>,0,0,FALSE
401,,{5003=100;5001=100;5002=100},30,{coin3=300},0,100,0,20990101,18,<1;27>,0,0,FALSE
402,,{5003=100;5001=100;5002=100},30,{coin3=300},0,100,0,20990101,18,<1;27>,0,0,FALSE
403,,{5006=100;5004=100;5005=100},30,{coin3=360},0,100,0,20990101,18,<1;39>,0,0,FALSE
404,,{5006=100;5004=100;5005=100},30,{coin3=360},0,100,0,20990101,18,<1;39>,0,0,FALSE
405,,{5008=100;5009=100;5007=100},30,{coin3=360},0,100,0,20990101,18,<1;49>,0,0,FALSE
406,,{5008=100;5009=100;5007=100},30,{coin3=360},0,100,0,20990101,18,<1;49>,0,0,FALSE
407,,{5010=100;5012=100;5011=100},30,{coin3=430},0,100,0,20990101,18,<28;59>,0,0,FALSE
408,,{5010=100;5012=100;5011=100},30,{coin3=430},0,100,0,20990101,18,<28;59>,0,0,FALSE
409,,{5013=100;5015=100;5014=100},30,{coin3=500},0,100,0,20990101,18,<40;69>,0,0,FALSE
410,,{5013=100;5015=100;5014=100},30,{coin3=500},0,100,0,20990101,18,<40;69>,0,0,FALSE
411,,{5018=100;5017=100;5016=100},30,{coin3=570},0,100,0,20990101,18,<50;79>,0,0,FALSE
412,,{5018=100;5017=100;5016=100},30,{coin3=570},0,100,0,20990101,18,<50;79>,0,0,FALSE
413,,{5021=100;5020=100;5019=100},30,{coin3=650},0,100,0,20990101,18,<60;84>,0,0,FALSE
414,,{5021=100;5020=100;5019=100},30,{coin3=650},0,100,0,20990101,18,<60;84>,0,0,FALSE
415,,{5023=100;5024=100;5022=100},30,{coin3=720},0,100,0,20990101,18,<70;100>,0,0,FALSE
416,,{5023=100;5024=100;5022=100},30,{coin3=720},0,100,0,20990101,18,<70;100>,0,0,FALSE
417,,{5026=100;5025=100;5027=100},30,{coin3=790},0,100,0,20990101,16,<80;104>,0,0,FALSE
418,,{5026=100;5025=100;5027=100},30,{coin3=790},0,100,0,20990101,16,<80;104>,0,0,FALSE
419,,{5030=100;5029=100;5028=100},30,{coin3=860},0,100,0,20990101,16,<85;109>,0,0,FALSE
420,,{5030=100;5029=100;5028=100},30,{coin3=860},0,100,0,20990101,16,<85;109>,0,0,FALSE
421,,{5031=100;5032=100;5033=100},30,{coin3=930},0,100,0,20990101,16,<95;114>,0,0,FALSE
422,,{5031=100;5032=100;5033=100},30,{coin3=930},0,100,0,20990101,16,<95;114>,0,0,FALSE
423,,{5035=100;5036=100;5034=100},30,{coin3=990},0,100,0,20990101,16,<100;119>,0,0,FALSE
424,,{5035=100;5036=100;5034=100},30,{coin3=990},0,100,0,20990101,16,<100;119>,0,0,FALSE
425,,{5039=100;5037=100;5038=100},30,{coin3=1020},0,100,0,20990101,16,<105;124>,0,0,FALSE
426,,{5039=100;5037=100;5038=100},30,{coin3=1020},0,100,0,20990101,16,<105;124>,0,0,FALSE
427,,{5041=100;5042=100;5040=100},30,{coin3=1050},0,100,0,20990101,16,<110;129>,0,0,FALSE
428,,{5041=100;5042=100;5040=100},30,{coin3=1050},0,100,0,20990101,16,<110;129>,0,0,FALSE
429,,{5044=100;5045=100;5043=100},30,{coin3=1080},0,100,0,20990101,16,<115;134>,0,0,FALSE
430,,{5044=100;5045=100;5043=100},30,{coin3=1080},0,100,0,20990101,16,<115;134>,0,0,FALSE
431,,{5046=100;5047=100;5048=100},30,{coin3=1140},0,100,0,20990101,16,<120;139>,0,0,FALSE
432,,{5046=100;5047=100;5048=100},30,{coin3=1140},0,100,0,20990101,16,<120;139>,0,0,FALSE
433,,{5051=100;5050=100;5049=100},30,{coin3=1200},0,100,0,20990101,16,<125;144>,0,0,FALSE
434,,{5051=100;5050=100;5049=100},30,{coin3=1200},0,100,0,20990101,16,<125;144>,0,0,FALSE
435,,{5052=100;5054=100;5053=100},30,{coin3=1270},0,100,0,20990101,16,<130;149>,0,0,FALSE
436,,{5052=100;5054=100;5053=100},30,{coin3=1270},0,100,0,20990101,16,<130;149>,0,0,FALSE
1001,,{2212=1},1,{coin3=20000},0,100,0,20990101,19,<1;250>,4,1,FALSE
