变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
762202,,,,,block,,,2,1203,102,,,,,1,1,,,battle/buff_icon/logo_dyl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_dyltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762203,,,,,delayDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,
762204,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762205,,,,,reduceDelayDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<762203>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762206,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_chaomengmegax/hero_chaomengmegax.skel,huajinshouji,,,,,,,,,,,,<{processId=15;damageType=2}>,,,,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
762207,,,,,,,,2,,,,,<762203>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762301,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=999;value=<self:hasBuff(759111) and 758 or 763;99;0;1;1;{specialDefence=0.5+((skillLv(7623,7593) or 0)*0.005-0.005);defence=1;rebound=0;hpMax=1;speed=0.5+((skillLv(7623,7593) or 0)*0.005-0.005);specialDamage=1;damage=1};1;{followMark=15;dealGroup=5;x=-150;y=-10};1;0>;cfgId=762302;holder=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,,,,,,,,,,
762302,幻影低档概率,,,,summon,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_canying.png,,,<0;0>,<2>,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=20;value=<2;0;1;(0.4+((skillLv(7622,7592) or 0)*0.002-0.002))>;lifeRound=999;prob=1;cfgId=762303;holder=1}>;<{bond=1;caster=2;prob=1;value=1;holder=20;cfgId=762305;lifeRound=999}>;<{bond=1;caster=20;prob=1;value=1;holder=2;cfgId=762308;lifeRound=999}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,,,,,,,,,,
762303,,,,,replaceTarget,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<>,,1,<1>,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=1;value=<1;2;19;200>;lifeRound=999;prob=1;cfgId=762304;holder=2}>;<{bond=1;caster=2;prob=1;value=1;holder=2;cfgId=762306;lifeRound=999}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,<9999>,,,,,,,,,
762304,,,,,damageAllocate,,,,1030001,,,,,,1,1,,FALSE,battle/buff_icon/logo_bq.png,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,<{nodeId=1;delSelfWhenTriggered=1;triggerPoint=42};{nodeId=0;triggerPoint=1}>,,,,,,,,,,,,,,,<9999>,,,,,,,,,
762305,,,,,stun,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{prob=moreE(self:getBuffOverlayCount(762306),2) and 1 or 0;caster=2;value=1;holder=1;cfgId=762307;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<exitInTab(trigger.beAddBuff:getCfgId(),list(762306))>;triggerPoint=29};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=1;holder=2;cfgId=762624;lifeRound=999}>>;triggerPoint=13};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<9999>,,,,,,,,,
762306,,,,,,,,,1030001,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,
762307,,,,,kill,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<True;True>,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,
762308,,,,,,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{caster=20;value=list(list(c.kongzhi1_kongzhi2_oc()),2,99);holder=1;cfgId=762309;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.kongzhi1_kongzhi2_oc()))>;triggerPoint=29};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<9999>,,,,,,,,,
762309,,,,,transferBuffToOther,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,,,,,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
762411,,,,,,,,,1030001,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=0;delSelfWhenTriggered=1;triggerPoint=32}>,,,,,,,,1,,,,,,,<9998>,,,,,,,,,
762412,,,,,fieldBuff,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<411>,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=2;caster=2;value=<3+(self:hasBuff(762636) and 1 or 0)+(self:hasBuff(762637) and 2 or 0)+(self:hasBuff(762638) and 2 or 0);list(0,0,0);3;1;list(list(0),list(0));0;list(1,1);0;1>;lifeRound=999;prob=self:hasBuff(762412) and 1 or 0;cfgId=762413;holder=2}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,,,,,,,,,,
762413,,,,,brawl,,,2,,,,,<762401>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,11,,<<assistAttack>;<3007>>,"<{input=And(enemyForce(),enemyForceEx());process=buffDifferExclude('group',{c.fly_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDiffer('id',{762411})|random(1)}>",,,<{nodeId=1;funcArgs=<<{bond=1;caster=2;prob=1;value=1;holder=2;cfgId=762414;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.reason==2>;triggerPoint=28};{nodeId=2;funcArgs=<<{prob=1;caster=2;value=1;holder=2;cfgId=762651;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.reason==1 or trigger.reason==2>;triggerPoint=28};{nodeId=3;funcArgs=<<{prob=(self:flagZ3() and self:hasBuff(762638) and (not target2:flag(99)) ) and 0.5 or 0;caster=2;value=(target2:hp()-1);holder={input=enemyForce();process=random(1)};cfgId=762453;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.reason==0>;triggerPoint=28};{nodeId=0;triggerTimes=<1;1>;triggerPoint=42}>,,,,,,,,,,,,,,,<3004;2017>,,,,,,,,,
762414,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ylc.png,,,,,1,<1>,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;prob=moreE(self:damage(),target2:damage()) and 1 or 0;value=1;holder=14;cfgId=762415;lifeRound=999}>;<{bond=1;caster=2;prob=self:hasBuff(762636) and 1 or 0;value=2000;holder=14;cfgId=762431;lifeRound=999}>;<{bond=1;caster=2;prob=self:hasBuff(762637) and 1 or 0;value=2000;holder=14;cfgId=762421;lifeRound=999}>;<{bond=1;caster=2;prob=self:hasBuff(762638) and 1 or 0;value=1;holder=14;cfgId=762441;lifeRound=999}>;<{bond=1;caster=2;prob=(self:flagZ3() and self:hasBuff(762649) ) and 1 or 0;value=1;holder=2;cfgId=762451;lifeRound=999}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,<{bkCsv=csv.stage.xlc;delay=0}>,,<1;10>,,,,,,,,
762415,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=math.min(target2:hp()*0.05+((skillLv(7624,7594) or 0)*0.001-0.001),self:hpMax()*0.3);holder=1;cfgId=762416;lifeRound=1}>;<{bond=1;caster=2;prob=1;value=500+((skillLv(7624,7594) or 0)*10-10);holder=1;cfgId=762417;lifeRound=999}>;<{bond=1;caster=2;prob=1;value=500+((skillLv(7624,7594) or 0)*5-5);holder=1;cfgId=762418;lifeRound=30}>;<{bond=1;caster=2;prob=1;value=1;holder=1;cfgId=762419;lifeRound=30}>;<{bond=1;caster=2;value=<2;99;2>;lifeRound=30;prob=1;cfgId=762461;holder=2}>;<{bond=1;caster=2;value=<2;99;2>;lifeRound=30;prob=1;cfgId=762461;holder=14}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
762416,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=32;damageType=2}>,,,,,,,,,,,,1,,,,,,,<4021>,,,,{7034=7031222},,,,,
762417,,,,,damageSub,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
762418,,,,,damageAdd,,,,,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762419,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;lifeRound=999;value=<16>;cfgId=762420;holder=2}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
762420,,,,,immuneDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
762421,,,,,damageReduce,,,2,,,,,,,1,1,,,battle/buff_icon/logo_shjc_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjd.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762431,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;funcArgs=<<{bond=1;caster=2;prob=1;value=1;holder=14;cfgId=762432;lifeRound=1}>;<{bond=1;caster=2;prob=1;value=1;holder=14;cfgId=762433;lifeRound=1}>>;effectFuncs=<castBuff;castBuff>;extraAttackTrigger=2;triggerPoint=25};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=1;value=0;holder=14;cfgId=762434;lifeRound=1}>>;triggerPoint=13}>,,,,,,,,,,,,,,,,,,,,,,,,
762432,,,,,filterFlag,,,2,,,,,,,1,1,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,<{enemyForce=<9999>;self=<all>;selfForce=<all>;allForce=<>}>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762433,,,,,,,,2,70043,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762434,,,,,qusan,,,2,,,,,<762432;762433>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762441,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;prob=1;value=2000;holder=1;cfgId=762442;lifeRound=1}>;<{bond=1;caster=2;prob=1;value=-2000;holder=14;cfgId=762443;lifeRound=1}>>;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
762442,,,,,damageDeepen,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762443,,,,,block,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
762451,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;value=<1;99;0>;lifeRound=999;prob=1;cfgId=762452;holder=2}>>;triggerPoint=1}>,,,,,,,,,,,,,,,,,,,,,,,,
762452,,,,,lockHp,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,<1;10>,{wave=0;gameEnd=0},,,,,,,
762453,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,,,,,,,,,,1,,,,,,,<5000;4021>,,{wave=0;gameEnd=0},,,,,,,
762461,,,,,alterDmgRecordVal,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{groupShield=2}>,,1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
762611,,,,,seal,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;1;2>,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
762612,,,,,seal,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;1;2>,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
762621,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;funcArgs=<<{caster=2;value=1;holder=2;cfgId=762624;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<(getExtraRoundId()~=762718) and (getExtraRoundId()~=762413)>;extraAttackTrigger=2;onSkillType=3;triggerPoint=8}>,,,,,,,,1,,,,,,,,,,,,,,,,
762622,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;funcArgs=<<{caster=2;value=1;holder=2;cfgId=762624;lifeRound=999}>>;effectFuncs=<castBuff>;onSomeFlag=<(getExtraRoundId()~=762718) and (getExtraRoundId()~=762413)>;extraAttackTrigger=2;onSkillType=2;triggerPoint=8}>,,,,,,,,1,,,,,,,,,,,,,,,,
762623,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;funcArgs=<<{caster=2;value=1;holder=2;cfgId=762624;lifeRound=999}>;<{caster=2;value=1;holder=2;cfgId=762652;lifeRound=1}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<(getExtraRoundId()~=762718) and (getExtraRoundId()~=762413)>;extraAttackTrigger=2;onSkillType=1;triggerPoint=8}>,,,,,,,,1,,,,,,,,,{wave=0;gameEnd=0},,,,,,,
762624,,,,,,,,,5311,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;value=500;holder=2;cfgId=762625;lifeRound=999}>;<{bond=1;caster=2;value=self:Bdamage()*0.03;holder=2;cfgId=762626;lifeRound=999}>;<{bond=1;caster=2;value=1;holder=2;cfgId=762627;lifeRound=999}>>;triggerPoint=1}>,,,,,,,,1,,,,,,,,,,,,{zawake=<4;4>},,,,
762625,,,,,breakBlock,,,,,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,{zawake=<4;4>},,,,
762626,,,,,damage,,,,,,,,,,8,12,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,1,,,,,,,,,,,,{zawake=<4;4>},,,,
762627,,,,,,,,,,,,,,,8,13,,,,,,,,,,,,,,,,,,,,,,{typ=comboPoint;args={res=koudai_chaomengmegax/hero_chaomengmegax.skel;activeAction=quanyilianjie_loop;highLightLimit=4;hideEmptyPoint=True}},,,,,,,,,,,,,,,,1,,,,,,,,,,,{759=762624},{zawake=<4;4>},,,,
762628,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=2;value=1;holder=2;cfgId=762627;lifeRound=999}>>;triggerPoint=1}>,,,,,,,,1,,,,,,,,,,,,,,,,
