变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
7181212,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,{list=<{playType=1;typ=hide;args={other={isShow=True};lifebar={isShow=True};sprite={isShow=True}}};{playType=1;typ=onceEffect;args={onceEffectResPath=koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong.skel;onceEffectAniName=feili_chuxian}};{playType=1;typ=wait;args={lifetime=1433.3}}>},,,,,,1,<1>,,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
7181213,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,{list=<{playType=1;typ=onceEffect;args={onceEffectResPath=koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong.skel;onceEffectAniName=feili_xiaoshi}};{playType=1;typ=wait;args={lifetime=1433.3}};{typ=hide;args={other={isShow=False};lifebar={isShow=True};sprite={isShow=False}}}>},,,,,,1,<1>,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=1;value=<0;0;0;1;0;1>;cfgId=7181211;holder=2}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,<9999>,,,,,,,,,
7181214,,,,,stun,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{list=<{typ=hide;args={other={isShow=False};lifebar={isShow=True};sprite={isShow=False}}}>},,,,,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,
7181221,,,,,shiftPos,,,2,10,,,,,,1,1,,FALSE,battle/buff_icon/logo_xx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=1;cfgId=7181222;lifeRound=1}>>;triggerPoint=47};{nodeId=2;funcArgs=<<{prob=target:hasBuff(7181222) and 0 or 0;caster=2;value=min(self:damage()*5,target:hp()*0.08);holder=1;cfgId=7181223;lifeRound=1}>>;effectFuncs=<castBuff>;triggerTimes=<1;1>;triggerPoint=32};{nodeId=0;triggerPoint=32}>",,4,,,,,,1,,,,,,,,,,,,,,,,
7181222,,,,,,,,,,,,,,,1,1,,FALSE,battle/buff_icon/icon_hbzs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,
7181223,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zhdqwft.png,,,<{processId=5;damageType=2}>,,,,,,4,,,,,,,,,,,,,<4021>,,,,,,,,,
7181310,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,<4021>,,,,,,,,,
7181311,,,,,finalDamageSub,,,2,,,,,,,,1,,,battle/buff_icon/icon_xc.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_xykz.png,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{bond=1;caster=2;prob=1;value=0;holder=2;cfgId=7181312;lifeRound=3}>;<{prob=1;caster=2;value=0;holder=2;cfgId=7181313;lifeRound=3}>>;triggerPoint=1};{nodeId=2;funcArgs=<<{prob=1;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDifferOptional('group',{c.silie_oc()})|random(1)};lifeRound=1;castTimes=min(10,math.floor(target:getBuff(7181313):getValue()*0.5/(self:damage()*0.5)));cfgId=7181333;value=self:damage()*0.5*(target2:natureIntersection(list(4,7,9,12)) and 1.5 or 1)}>;<{prob=1;caster=2;value=0;holder=2;cfgId=7181332;lifeRound=1}>>;effectFuncs=<castBuff;castBuff>;onSomeFlag=<moreE(self:star(),11) and moreE(self:getBuffOverlayCount(7181331),0)>;triggerPoint=2};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,,<1;5>,,{skin=pifu;unitRes=<koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong.skel>},,,,,,
7181312,,,,,specialRecord,,,2,,,,,,,,1,,FALSE,battle/buff_icon/logo_byzs.png,,,,,,,,,,,,,,,,,,,,,,,"<2;{input=selfForce|nodead;process=attrDiffer(""natureType"", {10,15})};2>",,,,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=min(buff:getValue()*0.5,self:damage()*5);holder=2;cfgId=7181318;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<more(buff:getValue(),0) and lessE(self:getBuff(7181313):getValue()*0.5,self:damage()*5)>;triggerPoint=32};{nodeId=0;triggerPoint=42}>",,,,,,,,,,,,,,,,,,,,,,,,
7181313,,,,,specialRecord,,,2,,,,,,,,1,,FALSE,battle/buff_icon/logo_byzs.png,,,,,,,,,,,,,,,,,,,,,,,"<2;{input=selfForce|nodead;process=attrDiffer(""natureType"", {10,15})};1>",,,,<{nodeId=0;triggerPoint=42}>,,,,,,,,,,,,,,,,,,,,,,,,
7181314,,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
7181318,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,1,<1>,,,4,,,,,,,,,,,,,<2031>,,,,,,,,,
7181320,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=self:flagZ3() and 2 or 2;value=<list();list(71002);list();list()>;cfgId=7181321;holder={input=enemyForce|nodead;process=targetColumn}}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,,,,,,,,,,
7181321,,,,,loseImmuneEfficacy,,,2,18009,,,,,,1,1,,,battle/buff_icon/icon_yhzh.png,,koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong_buff.skel,<baixue_loop>,,,,,,,,,,,,,,,,,battle/txt/txt_baixue.png,,,<<10141;10161;10162>>,,,,"<{nodeId=1;funcArgs=<<{prob=0;caster=2;value=0;holder=1;cfgId=7181011;lifeRound=2}>>;effectFuncs=<castBuff>;onSomeFlag=<exitInTab(trigger.buffGroupId,list(c.silie_liuxue_oc()))>;triggerPoint=50};{nodeId=2;funcArgs=<<{prob=target:hasBuffGroup(c.silie_liuxue_oc()) and 0 or 0;caster=2;lifeRound=1;value=<list(c.silie_liuxue_oc());99;0;0>;cfgId=7181322;holder=1}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.beAddBuff:hasFlag(2031)>;triggerPoint=29};{nodeId=3;funcArgs=<<{prob=target:hasBuffGroup(c.silie_liuxue_oc()) and 0 or 0;caster=2;lifeRound=1;value=<list(c.silie_liuxue_oc());99;0;0>;cfgId=7181322;holder=1}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.skill:skillFlag(10004)>;extraAttackTrigger=2;triggerPoint=10};{nodeId=4;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=0;holder=14;cfgId=7181323;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,,<1;10>,,,,,,,,
7181322,,,,,doBuffDamageRandom,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,
7181323,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=0;holder=2;cfgId=7181324;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<target:hasBuffGroup(c.silie_liuxue_oc())>;extraAttackTrigger=2;triggerPoint=25};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,,,,,,,,,,
7181324,,,,,,,,2,,,,,,,6,10,,FALSE,battle/buff_icon/logo_qyzs.png,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=self:damage()*0.5;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|buffDiffer('group',{18009})};cfgId=7181021;lifeRound=2}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,2,,,,,,,,,,,,,,,,,,,,,,
7181331,,,,,,,,2,,,,,,,2,6,,,battle/buff_icon/icon_xcfd.png,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,<1;5>,,,,{zawake=<4;4>},,,,
7181332,,,,,,,,2,,,,,<7181331>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7181333,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong_buff.skel,xcfd,,,,{'y'=0;'x'=0},TRUE,,,,battle/txt/txt_xyfd.png,,,<{damageType=0;natureType=10;processId=45}>,,,,"<{nodeId=1;funcArgs=<<{prob=0;caster=2;lifeRound=1;value=<list(c.silie_liuxue_oc());1;0;0>;cfgId=7181334;holder=1}>>;effectFuncs=<castBuff>;onSomeFlag=<less(sumBuffOverlayByGroupInForce(3-self:force(),list(99999),7181334),3)>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,,,,,,,,<4021>,,,,,,,,,
7181334,,,,,doBuffDamageRandom,,,2,7181334,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,4,,,,,,,,,,,,,,,,,,,,,,
7181601,,,,,finalDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
7181602,,,,,finalDamageSub,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
7181610,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong_buff.skel,xinyuexueyi_zhefan,,6,3,{'y'=0;'x'=0},TRUE,,,,battle/txt/txt_xyxy.png,,,<{processId=5;damageType=2}>,,,,,,,,,,,,1,,,,,,,<2007;4021;1043>,,,,,,,,,
7181611,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=self:hp()*0.05;holder=1;cfgId=7181617;lifeRound=1}>;<{prob=(self:hasBuff(7181310) and self:flagZ3()) and 0 or 1;caster=2;value=0;holder={input=holderDamageTargets;process=buffDifferExclude('group',{c.fly_notbuff_oc()})};cfgId=7181612;lifeRound=1}>;<{prob=(self:hasBuff(7181310) and self:flagZ3()) and 1 or 0;caster=2;value=min(target2:hpMax()*0.08,self:damage()*6);holder=14;cfgId=7181616;lifeRound=1}>;<{prob=(self:hasBuff(7181310) and self:flagZ3()) and 1 or 0;caster=2;value=0;holder={input=selfForce|nodead;process=random(12)};cfgId=7181618;lifeRound=1}>>;triggerPoint=7};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;lifeRound=1;value=<1;99;1>;cfgId=7181619;holder={input=selfForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|battleFlagDiffer('battleFlag', {10031})}}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
7181612,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{prob=1;caster=2;value=min(target2:hpMax()*random(5,8)*0.01,self:damage()*6);holder=1;cfgId=7181613;lifeRound=1}>;<{prob=(self:hasBuff(7181310) and self:flagZ3()) and 0 or 1;caster=2;value=min(target2:hpMax()*random(5,8)*0.01,self:damage()*6);holder={input=enemyForce|nodead;process=exclude(list(csvSelectObj:id()))|random(1)};cfgId=7181613;lifeRound=1}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,<9999>,,,,,,,,,
7181613,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong_buff.skel,xueyi_feichu,,4,,{'y'=0;'x'=0},TRUE,,,,battle/txt/txt_xylx.png,,,<{processId=5;damageType=2}>,,,,"<{nodeId=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{prob=target:hasBuffGroup(c.silie_oc()) and 1 or 0;caster=2;lifeRound=1;value=<list(c.silie_oc());{input=enemyForce|nodead;process=exclude(list(csvSelectObj:id()))|buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};1;0;1;1>;cfgId=7181615;holder=1}>;<{prob=target:hasBuffGroup(c.silie_oc()) and 0 or 1;caster=2;value=self:damage()*0.5;holder=1;cfgId=7181021;lifeRound=2}>;<{bond=1;caster=2;prob=self:hasBuff(7181661) and 0 or 0;value=0;holder=1;cfgId=7181614;lifeRound=999}>>;triggerPoint=1};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=min(target2:hpMax()*random(5,8)*0.01,self:damage()*6);holder=1;cfgId=7181614;lifeRound=1}>>;triggerPoint=2};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,<2007;4021;1043>,,,,,,,,,
7181614,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong_buff.skel,xueyi_feichu,,4,,{'y'=0;'x'=500},TRUE,,,,battle/txt/txt_xylx.png,,,<{processId=5;damageType=2}>,,,,,,,,,,,,,,,,,,,<2007;4021;1043>,,,,,,,,,
7181615,,,,,diffuseBuffToOther,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2;1>,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{caster=1;value=1;holder=1;cfgId=1050032;lifeRound=1}>>;triggerPoint=28};{nodeId=0;triggerPoint=1}>,,4,,,,,,,,,,,,,,,,,,,,,,
7181616,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong_buff.skel,xinyuexueyi_feichu,,6,3,{'y'=0;'x'=0},TRUE,,{res=koudai_xijianamegabaofeilong/hero_xijianamegabaofeilong_buff.skel;pos=6;aniName=xinyuexueyi_zhefan},,battle/txt/txt_xyxy.png,,,<{processId=5;damageType=2}>,,,,"<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=self:damage()*0.5;holder=1;cfgId=7181021;lifeRound=2}>>;triggerPoint=1};{nodeId=2;effectFuncs=<castBuff>;funcArgs=<<{prob=1;caster=2;value=min(target2:hpMax()*0.08,self:damage()*6);holder=1;cfgId=7181610;lifeRound=1}>>;triggerPoint=4};{nodeId=0;triggerPoint=1}>",,2,0,,,,,1,,,,,,,<2007;4021;1043>,,,,,,,,,
7181617,,,,,buffDamage,,,2,61016,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,<4021>,,,,,,,,,
7181618,,,,,,,,2,,,,,<7171322>,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,2,,,,,,,,,,,,,<9999>,,,,,,,,,
7181619,,,,,alterDmgRecordVal,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{calcInternalDamageFinish=<setValue(list(""calFinalDamage""),target:hasBuffGroup(c.silie_liuxue_oc()) and list(calFinalDamage*(1+(5+attacker:getBuff(7181615):getCaster():skillLv(71816) *0.1-0.1)*0.01)) or list(calFinalDamage) )>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
7181621,,,,,,,,2,71002,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<{nodeId=1;effectFuncs=<castBuff>;funcArgs=<<{bond=1;caster=2;prob=1;value=0;holder=14;cfgId=7181622;lifeRound=999}>>;triggerPoint=1};{nodeId=0;triggerPoint=1}>,,,,,,,,1,,,,,,,,,,,,,,,,
7181622,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"<{nodeId=1;funcArgs=<<{prob=1;caster=2;value=min(self:damage()*3,target2:hp()*0.05);holder=1;cfgId=7181623;lifeRound=1}>>;effectFuncs=<castBuff>;onSomeFlag=<target:hasBuffGroup(c.silie_oc())>;extraAttackTrigger=2;triggerPoint=25};{nodeId=2;funcArgs=<<{prob=1;caster=2;value=self:damage()*0.5;holder=1;cfgId=7181021;lifeRound=2}>>;effectFuncs=<castBuff>;onSomeFlag=<trigger.reason==7 and exitInTab(trigger.group,list(c.liuxue_oc()))>;triggerPoint=56};{nodeId=0;triggerPoint=1}>",,,,,,,,1,,,,,,,,,,,,,,,,
7181623,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=5;damageType=2}>,,,,,,4,,,,,,,,,,,,,<4021>,,,,,,,,,
