变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
106,recharge_wheel_120056,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
107,recharge_wheel_120057,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
108,recharge_wheel_120058,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
109,recharge_wheel_120059,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
110,recharge_wheel_120060,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
111,recharge_wheel_120061,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
112,recharge_wheel_120062,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
113,recharge_wheel_120063,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
114,recharge_wheel_120064,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
115,recharge_wheel_120065,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
116,recharge_wheel_120066,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
117,recharge_wheel_120067,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
118,recharge_wheel_120068,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
119,recharge_wheel_120069,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
120,recharge_wheel_120070,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
121,recharge_wheel_120309,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
122,recharge_wheel_120310,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
123,recharge_wheel_121000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
124,recharge_wheel_121005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
125,recharge_wheel_121010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
126,recharge_wheel_121015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
127,recharge_wheel_122000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
128,recharge_wheel_122005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
129,recharge_wheel_122010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
130,recharge_wheel_122015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
131,recharge_wheel_123000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
132,recharge_wheel_123005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
133,recharge_wheel_123010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
134,recharge_wheel_123015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
135,recharge_wheel_123020,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
136,recharge_wheel_124000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
137,recharge_wheel_124005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
138,recharge_wheel_124010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
139,recharge_wheel_124015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
140,recharge_wheel_125000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
141,recharge_wheel_125005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
142,recharge_wheel_125010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
143,recharge_wheel_125015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
144,recharge_wheel_126000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
145,recharge_wheel_126005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
146,recharge_wheel_126010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
147,recharge_wheel_126015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
148,recharge_wheel_127000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
149,recharge_wheel_127005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
150,recharge_wheel_127010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
151,recharge_wheel_127015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
152,recharge_wheel_128000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
153,recharge_wheel_128005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
154,recharge_wheel_128010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
155,recharge_wheel_128015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
156,recharge_wheel_129000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
157,recharge_wheel_129005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
158,recharge_wheel_129010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
159,recharge_wheel_129015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
160,recharge_wheel_130000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
161,recharge_wheel_130005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
162,recharge_wheel_130010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
163,recharge_wheel_130015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
164,recharge_wheel_131000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
165,recharge_wheel_131005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
166,recharge_wheel_131010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
167,recharge_wheel_131015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
168,recharge_wheel_132000,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
169,recharge_wheel_132005,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
170,recharge_wheel_132010,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
171,recharge_wheel_132015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
200,liveness_wheel1_123051,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=1},100,{23011=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
201,liveness_wheel5_123051,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=5},100,{23011=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
202,liveness_wheel1_123052,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=1},100,{23011=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
203,liveness_wheel5_123052,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=5},100,{23011=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
204,liveness_wheel1_123053,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=1},100,{23011=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
205,liveness_wheel5_123053,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=5},100,{23011=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
206,liveness_wheel1_123054,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=1},100,{23011=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
207,liveness_wheel5_123054,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23011=5},100,{23011=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
210,liveness_wheel1_124020,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
211,liveness_wheel5_124020,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
212,liveness_wheel1_124021,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
213,liveness_wheel5_124021,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
214,liveness_wheel1_124022,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
215,liveness_wheel5_124022,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
216,liveness_wheel1_124023,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
217,liveness_wheel5_124023,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
218,liveness_wheel1_124024,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
219,liveness_wheel5_124024,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
220,liveness_wheel1_124103,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
221,liveness_wheel5_124103,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
222,liveness_wheel1_124104,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
223,liveness_wheel5_124104,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
224,liveness_wheel1_124105,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
225,liveness_wheel5_124105,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
226,liveness_wheel1_124106,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
227,liveness_wheel5_124106,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
228,liveness_wheel1_124107,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=1},100,{23015=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
229,liveness_wheel5_124107,,0,1,0,0,0,0,0,0.01,0.2,30,50,{23015=5},100,{23015=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
230,recharge_wheel_124083,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
231,recharge_wheel_124088,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
232,recharge_wheel_124093,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
233,recharge_wheel_124098,,0,1,0,0,0,0,0,0.01,0.2,30,50,{10022=1},100,{10022=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
