变量名,huodongID,_beizhu,name,_name,name_tw,name_en,name_vn,name_kr,name_pt,name_th,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages
912,23106,,2,芯片礼包,免费礼包tw,2,,3,,,999,1,{rmb=300;124=15},106,-1,2,TRUE,0,activity/direct_gift/icon_zjbx.png,,100,
1000,23107,,2,免费礼包,免费礼包tw,2,,3,,,999,1,{502=1;rmb=30;gold=30000},-1,0,0,FALSE,1,activity/direct_gift/icon_cjbx.png,,100,
1001,23107,,2,抽卡礼包,免费礼包tw,2,,3,,,999,1,{rmb=980;519=10},108,-1,0,FALSE,1,activity/direct_gift/icon_zjbx3.png,,100,
1002,23107,,2,探险器礼包,免费礼包tw,2,,3,,,999,1,{520=10;4000=100;rmb=980},108,-1,0,FALSE,1,activity/direct_gift/icon_zjbx7.png,,100,
1003,23107,,2,饰品抽卡礼包,免费礼包tw,2,,3,,,999,1,{501=1;rmb=980;503=20},108,-1,0,FALSE,1,activity/direct_gift/icon_zjbx8.png,,100,
1004,23107,,2,升星礼包,免费礼包tw,2,,3,,,999,1,{rmb=1980;502=30},111,-1,0,FALSE,1,activity/direct_gift/icon_gjbx17.png,,100,
1005,23107,,2,抽卡礼包,免费礼包tw,2,,3,,,999,1,{rmb=3280;519=20},112,-1,2,FALSE,1,activity/direct_gift/icon_gjbx1.png,,100,
1006,23107,,2,升星礼包,免费礼包tw,2,,3,,,999,1,{card={id=9002};rmb=3280;gold=300000},112,-1,2,FALSE,1,activity/direct_gift/icon_gjbx4.png,,100,
1007,23107,,2,携带道具礼包,免费礼包tw,2,,3,,,999,1,{2103=60;rmb=3280;942=1},112,-1,2,FALSE,1,activity/direct_gift/icon_gjbx18.png,,100,
1008,23107,,2,升星礼包,免费礼包tw,2,,3,,,999,1,{521=30;rmb=6480;gold=500000},113,-1,3,FALSE,1,activity/direct_gift/icon_gjbx19.png,,100,
1009,23107,,2,符石礼包,免费礼包tw,2,,3,,,999,1,{529=3000;531=30;rmb=1980},111,-1,1,FALSE,1,activity/direct_gift/icon_zjbx.png,,100,
1010,23107,,2,道馆礼包,免费礼包tw,2,,3,,,999,1,{151=1500;rmb=1980;152=150},111,-1,1,FALSE,1,activity/direct_gift/icon_zjbx.png,,100,
1011,23107,,2,饰品升星礼包,免费礼包tw,2,,3,,,999,1,{501=8;rmb=3280;6059=1},112,-1,2,FALSE,1,activity/direct_gift/icon_zjbx8.png,,100,
1012,23107,,2,刻印礼包,免费礼包tw,2,,3,,,999,1,{112=150;111=750;rmb=1980},111,-1,1,FALSE,1,activity/direct_gift/icon_zjbx.png,,100,
1100,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{519=1;rmb=50;gold=10000},-1,0,0,FALSE,0,activity/direct_gift/icon_cjbx.png,,100,
1101,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{rmb=120;stamina=100;gold=30000},102,-1,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,100,
1102,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{519=1;rmb=120;gold=30000},102,-1,0,FALSE,0,activity/direct_gift/icon_cjbx2.png,,100,
1103,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{451=200;rmb=600;452=100},106,-1,0,FALSE,0,activity/direct_gift/icon_cjbx9.png,,100,
1104,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{rmb=900;519=10},107,-1,0,FALSE,0,activity/direct_gift/icon_zjbx3.png,,100,
1105,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{520=10;4000=100;rmb=1680},108,-1,0,FALSE,0,activity/direct_gift/icon_zjbx7.png,,100,
1106,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{501=1;rmb=1680;503=20},108,-1,0,FALSE,0,activity/direct_gift/icon_zjbx8.png,,100,
1107,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{2103=100;rmb=2680;gold=500000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx9.png,,100,
1108,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{942=1;rmb=2680;gold=500000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx10.png,,100,
1109,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=9002};13=20;rmb=2680;gold=150000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx4.png,,100,
1110,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{501=5;rmb=3980;6059=2},112,-1,0,FALSE,0,activity/direct_gift/icon_gjbx11.png,,100,
1111,23108,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=9003};13=50;rmb=6480;gold=500000},113,-1,0,FALSE,0,activity/direct_gift/icon_gjbx13.png,,100,
1200,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{519=1;rmb=50;gold=10000},-1,0,0,FALSE,0,activity/direct_gift/icon_cjbx.png,,100,
1201,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{rmb=120;stamina=100;gold=30000},102,-1,0,FALSE,0,activity/direct_gift/icon_cjbx1.png,,100,
1202,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{519=1;rmb=120;gold=30000},102,-1,0,FALSE,0,activity/direct_gift/icon_cjbx2.png,,100,
1203,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{451=200;rmb=600;452=100},106,-1,0,FALSE,0,activity/direct_gift/icon_cjbx9.png,,100,
1204,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{rmb=900;519=10},107,-1,0,FALSE,0,activity/direct_gift/icon_zjbx3.png,,100,
1205,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{520=10;4000=100;rmb=1680},108,-1,0,FALSE,0,activity/direct_gift/icon_zjbx7.png,,100,
1206,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{501=1;rmb=1680;503=20},108,-1,0,FALSE,0,activity/direct_gift/icon_zjbx8.png,,100,
1207,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{2103=100;rmb=2680;gold=500000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx9.png,,100,
1208,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{942=1;rmb=2680;gold=500000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx10.png,,100,
1209,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=9002};13=20;rmb=2680;gold=150000},111,-1,0,FALSE,0,activity/direct_gift/icon_gjbx4.png,,100,
1210,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{501=5;rmb=3980;6059=2},112,-1,0,FALSE,0,activity/direct_gift/icon_gjbx11.png,,100,
1211,23109,,2,开服特惠礼包,免费礼包tw,2,,3,,,999,1,{card={id=9003};13=50;rmb=6480;gold=500000},113,-1,0,FALSE,0,activity/direct_gift/icon_gjbx13.png,,100,
1300,23111,,2,每日钻石礼包,免费礼包tw,2,,3,,,1,1,{stamina=50;8193=1},-1,5000,1,TRUE,0,activity/direct_gift/icon_cjbx1.png,,100,
1301,23111,,2,每日成长礼包,免费礼包tw,2,,3,,,5,1,{500=20;rmb=60000;gold=1000000},102,-1,2,TRUE,0,activity/direct_gift/icon_cjbx1.png,,100,
1302,23111,,2,每日碎片礼包,免费礼包tw,2,,3,,,5,1,{521=240;rmb=20000;gold=20000},102,-1,3,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1303,23111,,2,每日升星礼包,免费礼包tw,2,,3,,,5,1,{gold=20000;539=100},102,-1,4,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1304,23111,,2,每日金币礼包,免费礼包tw,2,,3,,,5,1,{rmb=6000;gold=20000000},102,-1,5,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1305,23111,,2,自选养成礼包,免费礼包tw,2,,3,,,10,1,{rmb=6000;9016=10},102,-1,6,TRUE,0,activity/direct_gift/icon_zjbx1.png,,100,
1306,23111,,2,努力养成礼包,免费礼包tw,2,,3,,,1,1,{13=200;rmb=300000;452=3000},106,-1,6,TRUE,0,activity/direct_gift/icon_zjbx1.png,,100,
1307,23111,,2,携带养成礼包,免费礼包tw,2,,3,,,5,1,{2103=1000;rmb=300000;gold=100000},106,-1,7,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1308,23111,,2,潜能养成礼包,免费礼包tw,2,,3,,,3,1,{850=20000;rmb=300000;851=8000},106,-1,8,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1309,23111,,2,每日体力礼包,免费礼包tw,2,,3,,,60,1,{500=240;gold=20000},107,-1,9,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1310,23111,,2,每日体力礼包,免费礼包tw,2,,3,,,60,1,{rmb=198000;500=960},111,-1,10,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1311,23111,,2,每日盲盒随机礼包,免费礼包tw,2,,3,,,60,1,{521=18;6200=1},102,-1,11,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1312,23111,,2,每日盲盒随机礼包,免费礼包tw,2,,3,,,60,1,{521=240;6200=10},107,-1,12,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1313,23111,,2,每日皮肤盲盒随机礼包,免费礼包tw,2,,3,,,60,1,{521=240;2194=1},107,-1,13,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1314,23111,,2,每日橙色携带道具盲盒随机礼包,免费礼包tw,2,,3,,,60,1,{2103=100;6916=1},107,-1,14,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1315,23111,,2,探险零件礼包,免费礼包tw,2,,3,,,5,1,{4000=20000;gold=100000},106,-1,15,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1316,23111,,2,紫色晶片礼包,免费礼包tw,2,,3,,,5,1,{124=1000;gold=100000},106,-1,16,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1317,23111,,2,探险零件大礼包,免费礼包tw,2,,3,,,5,1,{4000=70000;gold=100000},108,-1,17,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1318,23111,,2,紫色晶片大礼包,免费礼包tw,2,,3,,,5,1,{124=3500;gold=100000},108,-1,18,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1319,23111,,2,神奇胶囊礼包,免费礼包tw,2,,3,,,5,1,{gold=100000;19=100},106,-1,19,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1320,23111,,2,世界特惠礼包,免费礼包tw,2,,3,,,3,1,{942=1;rmb=2680;gold=500000},102,-1,20,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1321,23111,,2,世界特惠礼包,免费礼包tw,2,,3,,,3,1,{531=30;rmb=2680;993=2},102,-1,21,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1322,23111,,2,世界特惠礼包,免费礼包tw,2,,3,,,3,1,{994=1;rmb=3980;6059=2},102,-1,22,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1323,23111,,2,世界特惠礼包,免费礼包tw,2,,3,,,3,1,{529=20000;994=1;rmb=3980},102,-1,23,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1324,23111,,2,世界特惠礼包,免费礼包tw,2,,3,,,3,1,{card={id=9003};rmb=6480;gold=500000},102,-1,24,TRUE,0,activity/direct_gift/icon_zjbx2.png,,100,
1325,23111,,2,精英进化礼包,免费礼包tw,2,,3,,,3,1,{29002=300;501=100;3030=500;502=800},106,-1,25,TRUE,0,activity/direct_gift/icon_zjbx4.png,,100,
1326,23111,,2,天赋礼包,免费礼包tw,2,,3,,,3,1,{529=20000;4000=10000;talent_point=500},106,-1,26,TRUE,0,activity/direct_gift/icon_gjbx1.png,,100,
1327,23111,,2,晶片礼包,免费礼包tw,2,,3,,,3,1,{537=500;124=300;rmb=10000;gold=80000000},104,-1,27,TRUE,0,activity/direct_gift/icon_gjbx4.png,,100,
1328,23111,,2,探险礼包,免费礼包tw,2,,3,,,3,1,{520=500;rmb=30000;967=20},104,-1,28,TRUE,0,activity/direct_gift/icon_gjbx3.png,,100,
1329,23111,,2,突破材料礼袋,免费礼包tw,2,,3,,,3,1,{930=40;880=50;878=50;877=50;879=50;935=100;876=80},103,-1,29,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
1400,23112,,2,潜能礼包,免费礼包tw,2,,3,,,10,1,{850=20000;rmb=20000;851=8000},106,-1,0,TRUE,0,activity/direct_gift/icon_zjbx3.png,,100,
1401,23112,,2,精英进化礼包,免费礼包tw,2,,3,,,10,1,{29002=300;501=100;3030=500;502=800},106,-1,0,TRUE,0,activity/direct_gift/icon_zjbx4.png,,100,
1402,23112,,2,限定卷礼包,免费礼包tw,2,,3,,,10,1,{rmb=10000;526=100},102,-1,0,TRUE,0,activity/direct_gift/icon_zjbx5.png,,100,
1403,23112,,2,天赋礼包,免费礼包tw,2,,3,,,10,1,{529=20000;4000=10000;talent_point=500},106,-1,0,TRUE,0,activity/direct_gift/icon_gjbx1.png,,100,
1404,23112,,2,晶片礼包,免费礼包tw,2,,3,,,10,1,{537=500;124=300;rmb=10000;gold=80000000},104,-1,0,TRUE,0,activity/direct_gift/icon_gjbx4.png,,100,
1405,23112,,2,探险礼包,免费礼包tw,2,,3,,,10,1,{520=500;rmb=30000;967=20},104,-1,0,TRUE,0,activity/direct_gift/icon_gjbx3.png,,100,
1406,23112,,2,突破材料礼袋,免费礼包tw,2,,3,,,10,1,{930=40;880=50;878=50;877=50;879=50;935=100;876=80},103,-1,0,TRUE,0,activity/direct_gift/icon_gjbx2.png,,100,
1500,23211,,2,免费礼包,免费礼包tw,2,,3,,,999,1,{520=1;rmb=30;503=1},-1,0,0,FALSE,0,activity/direct_gift/icon_cjbx10.png,,100,
1501,23211,,2,探险器礼包,免费礼包tw,2,,3,,,999,1,{520=100;4000=30;rmb=120},102,-1,0,FALSE,0,activity/direct_gift/icon_cjbx10.png,,100,
