变量名,seq,level,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3
525,6,25,1,1865,7,370,8,370
526,6,26,1,1890,7,375,8,375
527,6,27,1,1915,7,380,8,380
528,6,28,1,1941,7,385,8,385
529,6,29,1,1966,7,390,8,390
530,6,30,1,1991,7,395,8,395
531,6,31,1,2092,7,415,8,415
532,6,32,1,2120,7,421,8,421
533,6,33,1,2147,7,426,8,426
534,6,34,1,2175,7,432,8,432
535,6,35,1,2203,7,437,8,437
536,6,36,1,2230,7,443,8,443
537,6,37,1,2258,7,448,8,448
538,6,38,1,2286,7,454,8,454
539,6,39,1,2314,7,459,8,459
540,6,40,1,2341,7,465,8,465
541,6,41,1,2470,7,490,8,490
542,6,42,1,2500,7,496,8,496
543,6,43,1,2530,7,502,8,502
544,6,44,1,2561,7,508,8,508
545,6,45,1,2591,7,514,8,514
546,6,46,1,2621,7,520,8,520
547,6,47,1,2651,7,526,8,526
548,6,48,1,2682,7,532,8,532
549,6,49,1,2712,7,538,8,538
550,6,50,1,2742,7,544,8,544
551,6,51,1,2898,7,575,8,575
552,6,52,1,2931,7,582,8,582
553,6,53,1,2964,7,588,8,588
554,6,54,1,2997,7,595,8,595
555,6,55,1,3029,7,601,8,601
556,6,56,1,3062,7,608,8,608
557,6,57,1,3095,7,614,8,614
558,6,58,1,3128,7,621,8,621
559,6,59,1,3160,7,627,8,627
560,6,60,1,3193,7,634,8,634
561,6,61,1,3377,7,670,8,670
562,6,62,1,3412,7,677,8,677
563,6,63,1,3448,7,684,8,684
564,6,64,1,3483,7,691,8,691
565,6,65,1,3518,7,698,8,698
566,6,66,1,3553,7,705,8,705
567,6,67,1,3589,7,712,8,712
568,6,68,1,3624,7,719,8,719
569,6,69,1,3659,7,726,8,726
570,6,70,1,3695,7,733,8,733
571,6,71,1,3906,7,775,8,775
572,6,72,1,3944,7,783,8,783
573,6,73,1,3982,7,790,8,790
574,6,74,1,4020,7,798,8,798
575,6,75,1,4057,7,805,8,805
576,6,76,1,4095,7,813,8,813
577,6,77,1,4133,7,820,8,820
578,6,78,1,4171,7,828,8,828
579,6,79,1,4209,7,835,8,835
580,6,80,1,4246,7,843,8,843
581,6,81,1,4486,7,890,8,890
582,6,82,1,4526,7,898,8,898
583,6,83,1,4566,7,906,8,906
584,6,84,1,4607,7,914,8,914
585,6,85,1,4647,7,922,8,922
586,6,86,1,4687,7,930,8,930
587,6,87,1,4728,7,938,8,938
588,6,88,1,4768,7,946,8,946
589,6,89,1,4808,7,954,8,954
590,6,90,1,4849,7,962,8,962
591,6,91,1,5116,7,1015,8,1015
592,6,92,1,5159,7,1024,8,1024
593,6,93,1,5202,7,1032,8,1032
594,6,94,1,5244,7,1041,8,1041
595,6,95,1,5287,7,1049,8,1049
596,6,96,1,5330,7,1058,8,1058
597,6,97,1,5373,7,1066,8,1066
598,6,98,1,5416,7,1075,8,1075
599,6,99,1,5459,7,1083,8,1083
600,6,100,1,5501,7,1092,8,1092
601,7,1,1,3780,0,,0,
602,7,2,1,3840,0,,0,
603,7,3,1,3901,0,,0,
604,7,4,1,3961,0,,0,
605,7,5,1,4022,0,,0,
606,7,6,1,4082,0,,0,
607,7,7,1,4143,0,,0,
608,7,8,1,4203,0,,0,
609,7,9,1,4264,0,,0,
610,7,10,1,4324,0,,0,
611,7,11,1,4460,0,,0,
612,7,12,1,4528,0,,0,
613,7,13,1,4596,0,,0,
614,7,14,1,4665,0,,0,
615,7,15,1,4733,0,,0,
616,7,16,1,4801,0,,0,
617,7,17,1,4869,0,,0,
618,7,18,1,4937,0,,0,
619,7,19,1,5005,0,,0,
620,7,20,1,5073,0,,0,
621,7,21,1,5292,0,,0,
622,7,22,1,5368,0,,0,
623,7,23,1,5443,0,,0,
624,7,24,1,5519,0,,0,
625,7,25,1,5594,0,,0,
626,7,26,1,5670,0,,0,
627,7,27,1,5746,0,,0,
628,7,28,1,5821,0,,0,
629,7,29,1,5897,0,,0,
630,7,30,1,5972,0,,0,
631,7,31,1,6275,0,,0,
632,7,32,1,6358,0,,0,
633,7,33,1,6441,0,,0,
634,7,34,1,6524,0,,0,
635,7,35,1,6607,0,,0,
636,7,36,1,6691,0,,0,
637,7,37,1,6774,0,,0,
638,7,38,1,6857,0,,0,
639,7,39,1,6940,0,,0,
640,7,40,1,7023,0,,0,
641,7,41,1,7409,0,,0,
642,7,42,1,7500,0,,0,
643,7,43,1,7590,0,,0,
644,7,44,1,7681,0,,0,
645,7,45,1,7772,0,,0,
646,7,46,1,7862,0,,0,
647,7,47,1,7953,0,,0,
648,7,48,1,8044,0,,0,
649,7,49,1,8135,0,,0,
650,7,50,1,8225,0,,0,
651,7,51,1,8694,0,,0,
652,7,52,1,8792,0,,0,
653,7,53,1,8891,0,,0,
654,7,54,1,8989,0,,0,
655,7,55,1,9087,0,,0,
656,7,56,1,9185,0,,0,
657,7,57,1,9284,0,,0,
658,7,58,1,9382,0,,0,
659,7,59,1,9480,0,,0,
660,7,60,1,9579,0,,0,
661,7,61,1,10130,0,,0,
662,7,62,1,10236,0,,0,
663,7,63,1,10342,0,,0,
664,7,64,1,10448,0,,0,
665,7,65,1,10554,0,,0,
666,7,66,1,10660,0,,0,
667,7,67,1,10765,0,,0,
668,7,68,1,10871,0,,0,
669,7,69,1,10977,0,,0,
670,7,70,1,11083,0,,0,
671,7,71,1,11718,0,,0,
672,7,72,1,11831,0,,0,
673,7,73,1,11945,0,,0,
674,7,74,1,12058,0,,0,
675,7,75,1,12172,0,,0,
676,7,76,1,12285,0,,0,
677,7,77,1,12398,0,,0,
678,7,78,1,12512,0,,0,
679,7,79,1,12625,0,,0,
680,7,80,1,12739,0,,0,
681,7,81,1,13457,0,,0,
682,7,82,1,13578,0,,0,
683,7,83,1,13699,0,,0,
684,7,84,1,13820,0,,0,
685,7,85,1,13941,0,,0,
686,7,86,1,14062,0,,0,
687,7,87,1,14183,0,,0,
688,7,88,1,14304,0,,0,
689,7,89,1,14424,0,,0,
690,7,90,1,14545,0,,0,
691,7,91,1,15347,0,,0,
692,7,92,1,15475,0,,0,
693,7,93,1,15604,0,,0,
694,7,94,1,15732,0,,0,
695,7,95,1,15861,0,,0,
696,7,96,1,15989,0,,0,
697,7,97,1,16118,0,,0,
698,7,98,1,16246,0,,0,
699,7,99,1,16375,0,,0,
700,7,100,1,16503,0,,0,
701,8,1,7,750,8,750,0,
702,8,2,7,762,8,762,0,
703,8,3,7,774,8,774,0,
704,8,4,7,786,8,786,0,
705,8,5,7,798,8,798,0,
706,8,6,7,810,8,810,0,
707,8,7,7,822,8,822,0,
708,8,8,7,834,8,834,0,
709,8,9,7,846,8,846,0,
710,8,10,7,858,8,858,0,
711,8,11,7,885,8,885,0,
712,8,12,7,899,8,899,0,
713,8,13,7,912,8,912,0,
714,8,14,7,926,8,926,0,
715,8,15,7,939,8,939,0,
716,8,16,7,953,8,953,0,
717,8,17,7,966,8,966,0,
718,8,18,7,980,8,980,0,
719,8,19,7,993,8,993,0,
720,8,20,7,1007,8,1007,0,
721,8,21,7,1050,8,1050,0,
722,8,22,7,1065,8,1065,0,
723,8,23,7,1080,8,1080,0,
724,8,24,7,1095,8,1095,0,
725,8,25,7,1110,8,1110,0,
726,8,26,7,1125,8,1125,0,
727,8,27,7,1140,8,1140,0,
728,8,28,7,1155,8,1155,0,
729,8,29,7,1170,8,1170,0,
730,8,30,7,1185,8,1185,0,
731,8,31,7,1245,8,1245,0,
732,8,32,7,1262,8,1262,0,
733,8,33,7,1278,8,1278,0,
734,8,34,7,1295,8,1295,0,
735,8,35,7,1311,8,1311,0,
736,8,36,7,1328,8,1328,0,
737,8,37,7,1344,8,1344,0,
738,8,38,7,1361,8,1361,0,
739,8,39,7,1377,8,1377,0,
740,8,40,7,1394,8,1394,0,
741,8,41,7,1470,8,1470,0,
742,8,42,7,1488,8,1488,0,
743,8,43,7,1506,8,1506,0,
744,8,44,7,1524,8,1524,0,
745,8,45,7,1542,8,1542,0,
746,8,46,7,1560,8,1560,0,
747,8,47,7,1578,8,1578,0,
748,8,48,7,1596,8,1596,0,
749,8,49,7,1614,8,1614,0,
750,8,50,7,1632,8,1632,0,
751,8,51,7,1725,8,1725,0,
752,8,52,7,1745,8,1745,0,
753,8,53,7,1764,8,1764,0,
754,8,54,7,1784,8,1784,0,
755,8,55,7,1803,8,1803,0,
756,8,56,7,1823,8,1823,0,
757,8,57,7,1842,8,1842,0,
758,8,58,7,1862,8,1862,0,
759,8,59,7,1881,8,1881,0,
760,8,60,7,1901,8,1901,0,
761,8,61,7,2010,8,2010,0,
762,8,62,7,2031,8,2031,0,
763,8,63,7,2052,8,2052,0,
764,8,64,7,2073,8,2073,0,
765,8,65,7,2094,8,2094,0,
766,8,66,7,2115,8,2115,0,
767,8,67,7,2136,8,2136,0,
