变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,name_vn,name_pt,name_th,icon,desc,desc_tw,desc_en,desc_vn,desc_kr,desc_pt,desc_th,desc1,desc1_tw,desc1_en,desc1_vn,desc1_kr,desc1_pt,desc1_th,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_vn,produceDesc_kr,produceDesc_pt,produceDesc_th,isFinal,rebirthRMB,effect,sortType,sortValue
20281,喇叭芽碎片,,,喇叭芽碎片,Bellsprout Shard,독파리碎片,Mảnh Oddish,Fragmento de Oddish,เศษโอ้ดดิช,config/portrait/jinglingtouxiang/img_70_kdh@.png,集齐%d个碎片可以合成#C0xE77421#口呆花#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#口呆花#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Koudaihana#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Koudaihana#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#구다이하나#C0x55504D#를 합성할 수 있습니다.,Colecione %d Fragmentos para sintetizar #C0xE77421#Koudaihana#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#โคไดฮานะ#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,4,1,1,502,{coin5=5},281,30,99999,<1>,<3>,1000,FALSE,20504,21904,drawCard-gold,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=false;gain=false},0,0
20301,小拳石碎片,,,小拳石碎片,Geodude Shard,작은 주먹 돌 조각,Mảnh đá Little Fist,Fragmento de Pedra Pequena Mão,เศษเกาะดู้ด,config/portrait/jinglingtouxiang/img_74_xqs@.png,集齐%d个碎片可以合成#C0xE77421#小拳石#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小拳石#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Little Fist Stone#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Đá nắm tay nhỏ#C0x55504D#,%d개의 조각을 모아 #C0xE77421#작은 주먹돌#C0x55504D#을 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Pedra Punho Pequeno#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#หินกำปั้นเล็ก#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,4,1,1,502,{coin5=5},301,30,99999,<1>,<3>,1000,FALSE,20704,drawCard-gold,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=false;gain=false},0,0
20321,呆呆兽碎片,,,呆呆獸碎片,Slowpoke Tail,망나뇽 꼬리,Đuôi Slowpoke,Rabo de Slowpoke,หางโปเกมอนตั๊กแตน,config/portrait/jinglingtouxiang/img_79_dds@.png,集齐%d个碎片可以合成#C0xE77421#呆呆兽#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#呆呆獸#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Slowpoke#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Slowpoke#C0x55504D#,%d개의 조각을 모아 #C0xE77421#멍청이#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Slowpoke#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#Slowpoke#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},321,50,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
20331,小磁怪碎片,,,小磁怪碎片,Magnemite Shard,꼬마돌 조각,Mảnh Magnemite,Fragmento de Magnemite,เศษแมกนีไมท์,config/portrait/jinglingtouxiang/img_81_xcg@.png,集齐%d个碎片可以合成#C0xE77421#小磁怪#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#小磁怪#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Magnemite#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Magnemite#C0x55504D#,%d개의 조각을 모아 #C0xE77421#꼬마돌#C0x55504D#을 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Magnemite#C0x55504D#,รวบรวมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#แม็กนีไมท์#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},331,50,99999,<1>,<3>,1000,FALSE,20203,21405,drawCard-gold,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=huang_effect_loop},0,0
20341,大葱鸭碎片,,,大蔥鴨碎片,Farfetch'd Shard,파 오리 조각,Mảnh thịt vịt hành lá,Fragmento de pato com cebolinha,ชิ้นเนื้อเป็ดต้นหอม,config/portrait/jinglingtouxiang/img_83_dcy@.png,集齐%d个碎片可以合成#C0xE77421#大葱鸭#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#大蔥鴨#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Peckduck#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Peckduck#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#파오리#C0x55504D#를 합성할 수 있습니다.,Colecione %d Fragmentos para sintetizar #C0xE77421#Peckduck#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#เป็คดัก#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,4,1,1,502,{coin5=5},341,30,99999,<1>,<3>,1000,FALSE,drawCard-gold,shop-12,22101,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=false;gain=false},0,0
20351,嘟嘟碎片,,,嘟嘟碎片,Doduo Shard,두두 조각,Mảnh ghép Dudu,Fragmento Dudu,เศษ Doudou,config/portrait/jinglingtouxiang/img_84_dd@.png,集齐%d个碎片可以合成#C0xE77421#嘟嘟#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#嘟嘟#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Doodoo#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Đu đủ#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#두두#C0x55504D#를 합성할 수 있습니다.,Colecione %d Fragmentos para sintetizar #C0xE77421#Dudú#C0x55504D#,สะสมเศษ%dชิ้นเพื่อสังเคราะห์#C0xE77421#ดูดู#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,3,1,1,502,{coin5=2},351,20,99999,<1>,<3>,1000,FALSE,drawCard-gold,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=false;gain=false},0,0
20371,臭泥碎片,,,臭泥碎片,Grimer Shard,진흙 파편,Mảnh bùn,Fragmento de lama,เศษโคลน,config/portrait/jinglingtouxiang/img_88_cn@.png,集齐%d个碎片可以合成#C0xE77421#臭泥#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#臭泥#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Muk#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Muk#C0x55504D#,%d개의 조각을 모아 #C0xE77421#텅구리#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Muk#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#มัก#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,4,1,1,502,{coin5=5},371,30,99999,<1>,<3>,1000,FALSE,20701,shop-6,drawCard-gold,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=false;gain=false},0,0
20381,大舌贝碎片,,,大舌貝碎片,Shellder Shard,대설베 조각,Mảnh vỡ vỏ sò khổng lồ,Fragmento de Shellder,เศษเปลือกหอยช็อกเวฟ,config/portrait/jinglingtouxiang/img_90_dsb@.png,集齐%d个碎片可以合成#C0xE77421#大舌贝#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#大舌貝#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Great Shellder#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Vỏ sò lớn#C0x55504D#,%d개의 조각을 모아 #C0xE77421#대합조개#C0x55504D#를 합성하세요,Colecione %d fragmentos para sintetizar #C0xE77421#Grande Concha#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#หอยแมลงภู่ขนาดใหญ่#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},381,50,99999,<1>,<3>,1000,FALSE,shop-13,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=huang_effect_loop},0,0
20391,鬼斯碎片,,,鬼斯碎片,Gastly Shard,고스 샤드,Mảnh Ghoul,Fragmento de Gastly,เศษ Gastly,config/portrait/jinglingtouxiang/img_92_gs@.png,集齐%d个碎片可以合成#C0xE77421#鬼斯#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#鬼斯#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Gastly#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Ghost#C0x55504D#,%d개의 조각을 모아 #C0xE77421#고스#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Gastly#C0x55504D#,รวบรวมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#โกสต์#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},391,50,99999,<1>,<3>,1000,FALSE,20605,21805,drawCard-gold,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=huang_effect_loop},0,0
20401,大岩蛇碎片,,,大岩蛇碎片,Onix Shard,망나뇽 조각,Mảnh đá Onix,Fragmento de Onix,เศษโอไนซ์,config/portrait/jinglingtouxiang/img_95_dys@.png,集齐%d个碎片可以合成#C0xE77421#大岩蛇#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#大岩蛇#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Onix#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Onix#C0x55504D#,%d개의 조각을 모아 #C0xE77421#망나뇽#C0x55504D#을 합성하세요,Colecione %d fragmentos para sintetizar #C0xE77421#Onix#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#โอ้นิคส์#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},401,50,99999,<1>,<3>,1000,FALSE,21301,shop-6,drawCard-gold,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=huang_effect_loop},0,0
20411,催眠貘碎片,,,催眠貘碎片,Hypnotic Tapir Shard,최면 타피르 조각,Mảnh vỡ Tapir thôi miên,Fragmento de Tapir Hipnótico,เศษเสี้ยวทาปีร์สะกดจิต,config/portrait/jinglingtouxiang/img_96_cmm@.png,集齐%d个碎片可以合成#C0xE77421#催眠貘#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#催眠貘#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Hypnotic Tapir#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Tapir thôi miên#C0x55504D#,%d개의 조각을 모아 #C0xE77421#최면 테이퍼#C0x55504D#를 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Tapir Hipnótico#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#แทปิรแสนง่วง#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},411,50,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
20431,霹雳电球碎片,,,霹靂電球碎片,Thunderbolt Shard,번개 구슬 파편,Mảnh vỡ quả cầu sấm sét,Fragmento de Orbe de Trovão,เศษเสี้ยวลูกบอลสายฟ้า,config/portrait/jinglingtouxiang/img_100_pldq@.png,集齐%d个碎片可以合成#C0xE77421#霹雳电球#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#霹靂電球#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Thunderball#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Quả cầu sấm sét#C0x55504D#,%d개의 조각을 모으면 #C0xE77421#썬더볼#C0x55504D#을 합성할 수 있습니다.,Colecione %d Fragmentos para sintetizar #C0xE77421#Bola de Trovão#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#ลูกไฟฟ้า#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},431,50,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
20441,蛋蛋碎片,,,蛋蛋碎片,Egg Shard,달걀 조각,Mảnh trứng,Fragmento de ovo,เศษไข่,config/portrait/jinglingtouxiang/img_102_dd@.png,集齐%d个碎片可以合成#C0xE77421#蛋蛋#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#蛋蛋#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Egg#C0x55504D#,Thu thập %d Mảnh ghép để tổng hợp #C0xE77421#Trứng#C0x55504D#,%d개의 조각을 모아 #C0xE77421#알#C0x55504D#을 합성하세요,Colecione %d Fragmentos para sintetizar #C0xE77421#Ovo#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสังเคราะห์ #C0xE77421#ไข่#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,5,1,1,502,{coin5=10},441,50,99999,<1>,<3>,1000,FALSE,,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=hong_effect_loop},0,0
20451,卡拉卡拉碎片,,,卡拉卡拉碎片,Cubone Shard,카라카라 조각,Mảnh vỡ Karakara,Fragmento Karakara,เศษคาราคารา,config/portrait/jinglingtouxiang/img_104_klkl@.png,集齐%d个碎片可以合成#C0xE77421#卡拉卡拉#C0x55504D#,集齊%d個碎片可以合成#C0xE77421#卡拉卡拉#C0x55504D#,Collect %d Shards to synthesize #C0xE77421#Karakara#C0x55504D#,Thu thập %d mảnh ghép để tổng hợp #C0xE77421#Karakara#C0x55504D#,%d개의 조각을 모아 #C0xE77421#카라카라#C0x55504D#을 합성하세요,Colecione %d fragmentos para sintetizar #C0xE77421#Karakara#C0x55504D#,สะสมเศษชิ้นส่วน %d ชิ้นเพื่อสร้าง #C0xE77421#คาราคาร่า#C0x55504D#,由大木研究所研究制作，根据精灵的资料来重现精灵形态的高科技物品,由大木研究所研究製作，根據寶可夢的資料來重現寶可夢形態的高科技物品,"Developed by Professor Oak’s lab, a high-tech device that recreates Pokémon forms based on their data.","Được nghiên cứu và phát triển bởi Viện Oak, thiết bị công nghệ cao tái hiện hình dạng Pokémon dựa trên dữ liệu của chúng.","오박사의 연구소에서 개발한, 포켓몬 데이터를 기반으로 포켓몬 형태를 재현하는 첨단 기기입니다.","Desenvolvido pelo laboratório do Professor Carvalho, um dispositivo de alta tecnologia que recria as formas dos Pokémon com base em seus dados.",พัฒนาโดยห้องวิจัยของศาสตราจารย์โอ๊ค อุปกรณ์เทคโนโลยีขั้นสูงที่สร้างรูปร่างโปเกมอนตามข้อมูลของพวกมัน,3,1,1,502,{coin5=2},451,20,99999,<1>,<3>,1000,FALSE,drawCard-gold,,,,,,,暂无固定获取途径可获得该碎片,该碎片由特殊途径产出,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,No usual way to get.,0,100,{drawcard=false;gain=false},0,0
