变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
101,limit_up_rmb1_111,,0,2,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{206=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
102,limit_up_rmb1_111,,4,1,0,0,0,0,0,0.01,0.2,30,50,{204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
103,limit_up_rmb1_111,,2,5,0,0,1,5,0.17,0.06,0.5,6,999999,{1206=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
104,limit_up_rmb1_111,,2,6,0,0,10,10,0.05,0.015,0.5,15,15,{1206=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
105,limit_up_rmb1_111,,2,160,0,0,0,160,0.05,0.015,0.5,15,15,{1206=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
111,limit_up_rmb10_111,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=3;1206=1;206=6},100,{205=4;1206=1;206=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
112,limit_up_rmb10_111,,0,2,0,0,20,0,0,0.01,0.2,30,50,{205=3;1206=1;206=6},150,{205=4;1206=1;206=5},100,{205=5;1206=1;206=4},50,{205=3;1206=2;206=5},30,{205=4;1206=2;206=4},20,{205=5;1206=2;206=3},10,{205=2;1206=3;206=5},0,{205=3;1206=3;206=4},0,{205=4;1206=3;206=3},0,{},0
113,limit_up_rmb10_111,,0,22,0,0,0,0,0,0.01,0.2,30,50,{205=3;1207=1;206=6},150,{205=4;1207=1;206=5},100,{205=5;1207=1;206=4},50,{205=3;1207=2;206=5},30,{205=4;1207=2;206=4},20,{205=5;1207=2;206=3},10,{205=2;1207=3;206=5},0,{205=3;1207=3;206=4},0,{205=4;1207=3;206=3},0,{},0
121,limit_up_rmb1_116,,0,2,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{206=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
122,limit_up_rmb1_116,,4,1,0,0,0,0,0,0.01,0.2,30,50,{204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
123,limit_up_rmb1_116,,2,5,0,0,1,5,0.17,0.06,0.5,6,999999,{1208=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
124,limit_up_rmb1_116,,2,6,0,0,10,10,0.05,0.015,0.5,15,15,{1208=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
125,limit_up_rmb1_116,,2,160,0,0,0,160,0.05,0.015,0.5,15,15,{1208=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
131,limit_up_rmb10_116,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=3;1208=1;206=6},100,{205=4;1208=1;206=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
132,limit_up_rmb10_116,,0,2,0,0,20,0,0,0.01,0.2,30,50,{205=3;1208=1;206=6},150,{205=4;1208=1;206=5},100,{205=5;1208=1;206=4},50,{205=3;1208=2;206=5},30,{205=4;1208=2;206=4},20,{205=5;1208=2;206=3},10,{205=2;1208=3;206=5},0,{205=3;1208=3;206=4},0,{205=4;1208=3;206=3},0,{},0
133,limit_up_rmb10_116,,0,22,0,0,0,0,0,0.01,0.2,30,50,{205=3;1209=1;206=6},150,{205=4;1209=1;206=5},100,{205=5;1209=1;206=4},50,{205=3;1209=2;206=5},30,{205=4;1209=2;206=4},20,{205=5;1209=2;206=3},10,{205=2;1209=3;206=5},0,{205=3;1209=3;206=4},0,{205=4;1209=3;206=3},0,{},0
141,limit_up_rmb1_121,,0,2,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{206=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
142,limit_up_rmb1_121,,4,1,0,0,0,0,0,0.01,0.2,30,50,{204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
143,limit_up_rmb1_121,,2,5,0,0,1,5,0.17,0.06,0.5,6,999999,{1210=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
144,limit_up_rmb1_121,,2,6,0,0,10,10,0.05,0.015,0.5,15,15,{1210=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
145,limit_up_rmb1_121,,2,160,0,0,0,160,0.05,0.015,0.5,15,15,{1210=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
151,limit_up_rmb10_121,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=3;1210=1;206=6},100,{205=4;1210=1;206=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
152,limit_up_rmb10_121,,0,2,0,0,20,0,0,0.01,0.2,30,50,{205=3;1210=1;206=6},150,{205=4;1210=1;206=5},100,{205=5;1210=1;206=4},50,{205=3;1210=2;206=5},30,{205=4;1210=2;206=4},20,{205=5;1210=2;206=3},10,{205=2;1210=3;206=5},0,{205=3;1210=3;206=4},0,{205=4;1210=3;206=3},0,{},0
153,limit_up_rmb10_121,,0,22,0,0,0,0,0,0.01,0.2,30,50,{205=3;1211=1;206=6},150,{205=4;1211=1;206=5},100,{205=5;1211=1;206=4},50,{205=3;1211=2;206=5},30,{205=4;1211=2;206=4},20,{205=5;1211=2;206=3},10,{205=2;1211=3;206=5},0,{205=3;1211=3;206=4},0,{205=4;1211=3;206=3},0,{},0
170,limit_rmb1_100012,,0,1,0,0,0,0,0,0.01,0.2,30,50,{201=1},0,{1105=1},200,{1107=1},625,{1111=1},150,{},0,{},0,{},0,{},0,{},0,{},0
171,limit_rmb1_100012,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{201=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
172,limit_rmb1_100012,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1113=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
173,limit_rmb1_100012,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1113=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
180,limit_rmb1_100022,,0,1,0,0,0,0,0,0.01,0.2,30,50,{201=1},0,{1105=1},200,{1107=1},625,{1151=1},150,{},0,{},0,{},0,{},0,{},0,{},0
181,limit_rmb1_100022,,2,1,0,0,0,3,0.15,0.05,0.4,5,10,{201=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
182,limit_rmb1_100022,,2,80,0,0,1,73,0.1,0.05,0.4,9,99999,{1150=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
183,limit_rmb1_100022,,2,155,0,0,999,144,0.1,0.05,0.4,9,71,{1150=1},1,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
201,limit_box_rmb1_100032,,0,1,0,0,0,0,0,0.01,0.2,30,50,{3002=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
202,limit_box_rmb1_100032,,3,10,0,0,0,0,0,0.01,0.2,30,50,{3001=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
203,limit_box_rmb10_100032,,0,1,0,0,0,0,0,0.01,0.2,30,50,{3002=4;3001=1;3003=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
300,limit_up_rmb1_100037,,0,1,0,0,0,0,0,0.01,0.2,30,50,{30=1},5,{31=1},95,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
301,limit_up_rmb10_100037,,0,1,0,0,0,0,0,0.01,0.2,30,50,{31=9;30=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
310,limit_up_rmb1_100038,,0,1,0,0,0,0,0,0.01,0.2,30,50,{32=1},5,{33=1},95,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
311,limit_up_rmb10_100038,,0,1,0,0,0,0,0,0.01,0.2,30,50,{33=9;32=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
320,limit_up_rmb1_100039,,0,1,0,0,0,0,0,0.01,0.2,30,50,{34=1},5,{35=1},95,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
321,limit_up_rmb10_100039,,0,1,0,0,0,0,0,0.01,0.2,30,50,{34=1;35=9},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1001,limit_box_rmb1_1031,,4,1,0,0,0,0,0,0.01,0.2,30,50,{205=1},50,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1002,limit_box_rmb1_1031,,2,2,0,0,0,2,0.05,0.02,0.3,15,15,{201=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1003,limit_box_rmb1_1031,,0,2,0,0,0,0,0,0.01,0.2,30,50,{201=1},0,{205=1},250,{1101=1},200,{1103=1},400,{1111=1},100,{1112=1},100,{},0,{},0,{},0,{},0
1012,limit_box_rmb10_1031,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1111=1;1112=1;205=2;201=1;1101=2;1103=3},150,{1111=1;1112=1;205=2;201=1;1101=2;1103=3},100,{1111=1;1112=1;205=2;201=1;1101=2;1103=3},50,{1111=1;1112=1;205=1;201=2;1101=2;1103=3},30,{1111=1;1112=1;205=1;201=2;1101=2;1103=3},20,{1111=1;1112=1;205=1;201=2;1101=2;1103=3},10,{},0,{},0,{},0,{},0
1021,limit_box_rmb1_1112,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1022,limit_box_rmb1_1112,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1031,limit_box_rmb10_1112,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1032,limit_box_rmb10_1112,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1033,limit_box_rmb10_1112,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1034,limit_box_rmb10_1112,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1035,limit_box_rmb10_1112,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1036,limit_box_rmb10_1112,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
1041,limit_box_rmb1_1212,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1042,limit_box_rmb1_1212,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1051,limit_box_rmb10_1212,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1052,limit_box_rmb10_1212,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1053,limit_box_rmb10_1212,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1054,limit_box_rmb10_1212,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1055,limit_box_rmb10_1212,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1056,limit_box_rmb10_1212,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
1061,limit_box_rmb1_1291,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1062,limit_box_rmb1_1291,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1071,limit_box_rmb10_1291,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1072,limit_box_rmb10_1291,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1073,limit_box_rmb10_1291,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1074,limit_box_rmb10_1291,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1075,limit_box_rmb10_1291,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1076,limit_box_rmb10_1291,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
1081,limit_box_rmb1_1381,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1082,limit_box_rmb1_1381,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1091,limit_box_rmb10_1381,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1092,limit_box_rmb10_1381,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1093,limit_box_rmb10_1381,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1094,limit_box_rmb10_1381,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1095,limit_box_rmb10_1381,,1,10,0.2,0.3,1,2,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1096,limit_box_rmb10_1381,,0,1,0,0,0,0,0,0.01,0.2,30,50,{1101=1;150=1;154=2;153=2;160=1;152=3},100,{1101=1;161=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;150=1;154=3;153=1;160=1;152=3},100,{1101=1;150=1;154=2;153=1;160=1;152=4},100,{1101=1;150=1;154=1;153=2;160=1;152=4},100,{1101=1;161=1;150=1;154=1;153=1;160=1;152=4},100,{1101=1;161=1;150=1;154=2;153=1;152=4},100,{1101=1;150=1;154=3;153=1;160=1;152=3},0,{},0,{},0
1101,limit_box_rmb1_1512,,3,10,0,0,0,0,0,0.01,0.2,30,50,{150=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1102,limit_box_rmb1_1512,,0,1,0,0,0,0,0,0.01,0.2,30,50,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,{},0,{},0,{},0,{},0,{},0
1111,limit_box_rmb10_1512,,1,10,0.04,0.09,0,19,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1112,limit_box_rmb10_1512,,1,10,0.08,0.15,1,11,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1113,limit_box_rmb10_1512,,1,10,0.2,0.3,1,5,0,0.01,0.2,30,50,{1101=1;162=1;150=1;154=2;153=1;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=2;160=1;152=3},100,{1101=1;162=1;150=1;154=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
1114,limit_box_rmb10_1512,,1,10,0.06,0.12,0,6,0,0.01,0.2,30,50,{1101=1;151=1;154=2;150=1;153=1;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=2;160=1;152=3},100,{1101=1;151=1;154=1;150=1;153=1;160=1;152=4},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
