变量名,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
243,10702,,5005,1,0.1,0.3,0.5
246,10703,,5000,1,0.7,0.9,0.5
247,10703,,5007,1,0.7,0.9,0.5
248,10703,,5005,1,0.1,0.3,0.5
251,10704,,5000,1,0.7,0.9,0.5
252,10704,,5007,1,0.7,0.9,0.5
253,10704,,5005,1,0.1,0.3,0.5
256,10705,,5000,1,0.7,0.9,0.5
257,10705,,5008,1,0.7,0.9,0.5
258,10705,,5006,1,0.1,0.3,0.5
261,10706,,5000,1,0.7,0.9,0.5
262,10706,,5008,1,0.7,0.9,0.5
263,10706,,5006,1,0.1,0.3,0.5
266,10707,,5000,1,0.7,0.9,0.5
267,10707,,5008,1,0.7,0.9,0.5
268,10707,,5006,1,0.1,0.3,0.5
271,10708,,5000,1,0.7,0.9,0.5
272,10708,,5009,1,0.7,0.9,0.5
273,10708,,5004,1,0.1,0.3,0.5
276,10709,,5000,1,0.7,0.9,0.5
277,10709,,5009,1,0.7,0.9,0.5
278,10709,,5004,1,0.1,0.3,0.5
281,10710,,5000,1,0.7,0.9,0.5
282,10710,,5009,1,0.7,0.9,0.5
283,10710,,5004,1,0.1,0.3,0.5
286,10801,,5000,1,0.7,0.9,0.5
287,10801,,5010,1,0.7,0.9,0.5
288,10801,,5008,1,0.1,0.3,0.5
289,10801,,5003,1,0.1,0.3,0.5
291,10802,,5000,1,0.7,0.9,0.5
292,10802,,5010,1,0.7,0.9,0.5
293,10802,,5008,1,0.1,0.3,0.5
294,10802,,5003,1,0.1,0.3,0.5
296,10803,,5000,1,0.7,0.9,0.5
297,10803,,5010,1,0.7,0.9,0.5
298,10803,,5008,1,0.1,0.3,0.5
299,10803,,5003,1,0.1,0.3,0.5
301,10804,,5000,1,0.7,0.9,0.5
302,10804,,5010,1,0.7,0.9,0.5
303,10804,,5008,1,0.1,0.3,0.5
304,10804,,5003,1,0.1,0.3,0.5
306,10805,,5000,1,0.7,0.9,0.5
307,10805,,5011,1,0.7,0.9,0.5
308,10805,,5009,1,0.1,0.3,0.5
309,10805,,5001,1,0.1,0.3,0.5
311,10806,,5000,1,0.7,0.9,0.5
312,10806,,5011,1,0.7,0.9,0.5
313,10806,,5009,1,0.1,0.3,0.5
314,10806,,5001,1,0.1,0.3,0.5
316,10807,,5000,1,0.7,0.9,0.5
317,10807,,5011,1,0.7,0.9,0.5
318,10807,,5009,1,0.1,0.3,0.5
319,10807,,5001,1,0.1,0.3,0.5
321,10808,,5000,1,0.7,0.9,0.5
322,10808,,5012,1,0.7,0.9,0.5
323,10808,,5007,1,0.1,0.3,0.5
324,10808,,5002,1,0.1,0.3,0.5
326,10809,,5000,1,0.7,0.9,0.5
327,10809,,5012,1,0.7,0.9,0.5
328,10809,,5007,1,0.1,0.3,0.5
329,10809,,5002,1,0.1,0.3,0.5
331,10810,,5000,1,0.7,0.9,0.5
332,10810,,5012,1,0.7,0.9,0.5
333,10810,,5007,1,0.1,0.3,0.5
334,10810,,5002,1,0.1,0.3,0.5
336,10901,,5000,1,0.7,0.9,0.5
337,10901,,5010,1,0.7,0.9,0.5
338,10901,,5008,1,0.1,0.3,0.5
341,10902,,5000,1,0.7,0.9,0.5
342,10902,,5010,1,0.7,0.9,0.5
343,10902,,5008,1,0.1,0.3,0.5
346,10903,,5000,1,0.7,0.9,0.5
347,10903,,5010,1,0.7,0.9,0.5
348,10903,,5008,1,0.1,0.3,0.5
351,10904,,5000,1,0.7,0.9,0.5
352,10904,,5010,1,0.7,0.9,0.5
353,10904,,5008,1,0.1,0.3,0.5
356,10905,,5000,1,0.7,0.9,0.5
357,10905,,5011,1,0.7,0.9,0.5
358,10905,,5009,1,0.1,0.3,0.5
361,10906,,5000,1,0.7,0.9,0.5
362,10906,,5011,1,0.7,0.9,0.5
363,10906,,5009,1,0.1,0.3,0.5
366,10907,,5000,1,0.7,0.9,0.5
367,10907,,5011,1,0.7,0.9,0.5
368,10907,,5009,1,0.1,0.3,0.5
371,10908,,5000,1,0.7,0.9,0.5
372,10908,,5012,1,0.7,0.9,0.5
373,10908,,5007,1,0.1,0.3,0.5
376,10909,,5000,1,0.7,0.9,0.5
377,10909,,5012,1,0.7,0.9,0.5
378,10909,,5007,1,0.1,0.3,0.5
381,10910,,5000,1,0.7,0.9,0.5
382,10910,,5012,1,0.7,0.9,0.5
383,10910,,5007,1,0.1,0.3,0.5
386,11001,,5000,1,0.7,0.9,0.5
387,11001,,5013,1,0.7,0.9,0.5
388,11001,,5011,1,0.1,0.3,0.5
389,11001,,5006,1,0.1,0.3,0.5
391,11002,,5000,1,0.7,0.9,0.5
392,11002,,5013,1,0.7,0.9,0.5
393,11002,,5011,1,0.1,0.3,0.5
394,11002,,5006,1,0.1,0.3,0.5
396,11003,,5000,1,0.7,0.9,0.5
397,11003,,5013,1,0.7,0.9,0.5
398,11003,,5011,1,0.1,0.3,0.5
399,11003,,5006,1,0.1,0.3,0.5
401,11004,,5000,1,0.7,0.9,0.5
402,11004,,5013,1,0.7,0.9,0.5
403,11004,,5011,1,0.1,0.3,0.5
404,11004,,5006,1,0.1,0.3,0.5
406,11005,,5000,1,0.7,0.9,0.5
407,11005,,5014,1,0.7,0.9,0.5
408,11005,,5012,1,0.1,0.3,0.5
409,11005,,5004,1,0.1,0.3,0.5
411,11006,,5000,1,0.7,0.9,0.5
412,11006,,5014,1,0.7,0.9,0.5
413,11006,,5012,1,0.1,0.3,0.5
414,11006,,5004,1,0.1,0.3,0.5
416,11007,,5000,1,0.7,0.9,0.5
417,11007,,5014,1,0.7,0.9,0.5
418,11007,,5012,1,0.1,0.3,0.5
419,11007,,5004,1,0.1,0.3,0.5
421,11008,,5000,1,0.7,0.9,0.5
422,11008,,5015,1,0.7,0.9,0.5
423,11008,,5010,1,0.1,0.3,0.5
424,11008,,5005,1,0.1,0.3,0.5
426,11009,,5000,1,0.7,0.9,0.5
427,11009,,5015,1,0.7,0.9,0.5
428,11009,,5010,1,0.1,0.3,0.5
429,11009,,5005,1,0.1,0.3,0.5
431,11010,,5000,1,0.7,0.9,0.5
432,11010,,5015,1,0.7,0.9,0.5
433,11010,,5010,1,0.1,0.3,0.5
434,11010,,5005,1,0.1,0.3,0.5
436,11101,,5000,1,0.7,0.9,0.5
437,11101,,5013,1,0.7,0.9,0.5
438,11101,,5011,1,0.1,0.3,0.5
441,11102,,5000,1,0.7,0.9,0.5
442,11102,,5013,1,0.7,0.9,0.5
443,11102,,5011,1,0.1,0.3,0.5
446,11103,,5000,1,0.7,0.9,0.5
447,11103,,5013,1,0.7,0.9,0.5
448,11103,,5011,1,0.1,0.3,0.5
451,11104,,5000,1,0.7,0.9,0.5
452,11104,,5013,1,0.7,0.9,0.5
453,11104,,5011,1,0.1,0.3,0.5
456,11105,,5000,1,0.7,0.9,0.5
457,11105,,5014,1,0.7,0.9,0.5
458,11105,,5012,1,0.1,0.3,0.5
461,11106,,5000,1,0.7,0.9,0.5
462,11106,,5014,1,0.7,0.9,0.5
463,11106,,5012,1,0.1,0.3,0.5
466,11107,,5000,1,0.7,0.9,0.5
467,11107,,5014,1,0.7,0.9,0.5
468,11107,,5012,1,0.1,0.3,0.5
471,11108,,5000,1,0.7,0.9,0.5
472,11108,,5015,1,0.7,0.9,0.5
473,11108,,5010,1,0.1,0.3,0.5
476,11109,,5000,1,0.7,0.9,0.5
477,11109,,5015,1,0.7,0.9,0.5
478,11109,,5010,1,0.1,0.3,0.5
481,11110,,5000,1,0.7,0.9,0.5
482,11110,,5015,1,0.7,0.9,0.5
483,11110,,5010,1,0.1,0.3,0.5
486,11201,,5000,1,0.7,0.9,0.5
487,11201,,5016,1,0.7,0.9,0.5
488,11201,,5008,1,0.1,0.3,0.5
491,11202,,5000,1,0.7,0.9,0.5
492,11202,,5016,1,0.7,0.9,0.5
493,11202,,5008,1,0.1,0.3,0.5
496,11203,,5000,1,0.7,0.9,0.5
497,11203,,5016,1,0.7,0.9,0.5
498,11203,,5008,1,0.1,0.3,0.5
501,11204,,5000,1,0.7,0.9,0.5
502,11204,,5016,1,0.7,0.9,0.5
503,11204,,5008,1,0.1,0.3,0.5
506,11205,,5000,1,0.7,0.9,0.5
507,11205,,5017,1,0.7,0.9,0.5
508,11205,,5009,1,0.1,0.3,0.5
511,11206,,5000,1,0.7,0.9,0.5
512,11206,,5017,1,0.7,0.9,0.5
513,11206,,5009,1,0.1,0.3,0.5
516,11207,,5000,1,0.7,0.9,0.5
517,11207,,5017,1,0.7,0.9,0.5
518,11207,,5009,1,0.1,0.3,0.5
521,11208,,5000,1,0.7,0.9,0.5
522,11208,,5018,1,0.7,0.9,0.5
523,11208,,5007,1,0.1,0.3,0.5
526,11209,,5000,1,0.7,0.9,0.5
527,11209,,5018,1,0.7,0.9,0.5
528,11209,,5007,1,0.1,0.3,0.5
531,11210,,5000,1,0.7,0.9,0.5
532,11210,,5018,1,0.7,0.9,0.5
533,11210,,5007,1,0.1,0.3,0.5
536,11301,,5000,1,0.7,0.9,0.5
537,11301,,5016,1,0.7,0.9,0.5
541,11302,,5000,1,0.7,0.9,0.5
542,11302,,5016,1,0.7,0.9,0.5
546,11303,,5000,1,0.7,0.9,0.5
547,11303,,5016,1,0.7,0.9,0.5
551,11304,,5000,1,0.7,0.9,0.5
552,11304,,5016,1,0.7,0.9,0.5
556,11305,,5000,1,0.7,0.9,0.5
557,11305,,5017,1,0.7,0.9,0.5
561,11306,,5000,1,0.7,0.9,0.5
562,11306,,5017,1,0.7,0.9,0.5
566,11307,,5000,1,0.7,0.9,0.5
567,11307,,5017,1,0.7,0.9,0.5
571,11308,,5000,1,0.7,0.9,0.5
572,11308,,5018,1,0.7,0.9,0.5
576,11309,,5000,1,0.7,0.9,0.5
577,11309,,5018,1,0.7,0.9,0.5
581,11310,,5000,1,0.7,0.9,0.5
582,11310,,5018,1,0.7,0.9,0.5
586,11401,,5000,1,0.7,0.9,0.5
587,11401,,5019,1,0.7,0.9,0.5
588,11401,,5011,1,0.1,0.3,0.5
591,11402,,5000,1,0.7,0.9,0.5
592,11402,,5019,1,0.7,0.9,0.5
593,11402,,5011,1,0.1,0.3,0.5
596,11403,,5000,1,0.7,0.9,0.5
597,11403,,5019,1,0.7,0.9,0.5
598,11403,,5011,1,0.1,0.3,0.5
601,11404,,5000,1,0.7,0.9,0.5
602,11404,,5019,1,0.7,0.9,0.5
603,11404,,5011,1,0.1,0.3,0.5
606,11405,,5000,1,0.7,0.9,0.5
607,11405,,5020,1,0.7,0.9,0.5
608,11405,,5012,1,0.1,0.3,0.5
611,11406,,5000,1,0.7,0.9,0.5
612,11406,,5020,1,0.7,0.9,0.5
613,11406,,5012,1,0.1,0.3,0.5
616,11407,,5000,1,0.7,0.9,0.5
617,11407,,5020,1,0.7,0.9,0.5
618,11407,,5012,1,0.1,0.3,0.5
621,11408,,5000,1,0.7,0.9,0.5
622,11408,,5021,1,0.7,0.9,0.5
623,11408,,5010,1,0.1,0.3,0.5
626,11409,,5000,1,0.7,0.9,0.5
627,11409,,5021,1,0.7,0.9,0.5
628,11409,,5010,1,0.1,0.3,0.5
631,11410,,5000,1,0.7,0.9,0.5
632,11410,,5021,1,0.7,0.9,0.5
633,11410,,5010,1,0.1,0.3,0.5
636,11501,,5000,1,0.7,0.9,0.5
637,11501,,5019,1,0.7,0.9,0.5
641,11502,,5000,1,0.7,0.9,0.5
642,11502,,5019,1,0.7,0.9,0.5
646,11503,,5000,1,0.7,0.9,0.5
647,11503,,5019,1,0.7,0.9,0.5
651,11504,,5000,1,0.7,0.9,0.5
652,11504,,5019,1,0.7,0.9,0.5
656,11505,,5000,1,0.7,0.9,0.5
657,11505,,5020,1,0.7,0.9,0.5
661,11506,,5000,1,0.7,0.9,0.5
662,11506,,5020,1,0.7,0.9,0.5
666,11507,,5000,1,0.7,0.9,0.5
667,11507,,5020,1,0.7,0.9,0.5
671,11508,,5000,1,0.7,0.9,0.5
672,11508,,5021,1,0.7,0.9,0.5
676,11509,,5000,1,0.7,0.9,0.5
677,11509,,5021,1,0.7,0.9,0.5
681,11510,,5000,1,0.7,0.9,0.5
682,11510,,5021,1,0.7,0.9,0.5
686,11601,,5000,1,0.7,0.9,0.5
687,11601,,5022,1,0.7,0.9,0.5
688,11601,,5014,1,0.1,0.3,0.5
691,11602,,5000,1,0.7,0.9,0.5
692,11602,,5022,1,0.7,0.9,0.5
693,11602,,5014,1,0.1,0.3,0.5
696,11603,,5000,1,0.7,0.9,0.5
697,11603,,5022,1,0.7,0.9,0.5
698,11603,,5014,1,0.1,0.3,0.5
701,11604,,5000,1,0.7,0.9,0.5
702,11604,,5022,1,0.7,0.9,0.5
703,11604,,5014,1,0.1,0.3,0.5
706,11605,,5000,1,0.7,0.9,0.5
707,11605,,5023,1,0.7,0.9,0.5
708,11605,,5015,1,0.1,0.3,0.5
711,11606,,5000,1,0.7,0.9,0.5
712,11606,,5023,1,0.7,0.9,0.5
713,11606,,5015,1,0.1,0.3,0.5
716,11607,,5000,1,0.7,0.9,0.5
717,11607,,5023,1,0.7,0.9,0.5
718,11607,,5015,1,0.1,0.3,0.5
721,11608,,5000,1,0.7,0.9,0.5
722,11608,,5024,1,0.7,0.9,0.5
723,11608,,5013,1,0.1,0.3,0.5
726,11609,,5000,1,0.7,0.9,0.5
727,11609,,5024,1,0.7,0.9,0.5
728,11609,,5013,1,0.1,0.3,0.5
731,11610,,5000,1,0.7,0.9,0.5
732,11610,,5024,1,0.7,0.9,0.5
733,11610,,5013,1,0.1,0.3,0.5
736,11701,,5000,1,0.7,0.9,0.5
737,11701,,5022,1,0.7,0.9,0.5
741,11702,,5000,1,0.7,0.9,0.5
742,11702,,5022,1,0.7,0.9,0.5
746,11703,,5000,1,0.7,0.9,0.5
747,11703,,5022,1,0.7,0.9,0.5
751,11704,,5000,1,0.7,0.9,0.5
752,11704,,5022,1,0.7,0.9,0.5
756,11705,,5000,1,0.7,0.9,0.5
757,11705,,5023,1,0.7,0.9,0.5
761,11706,,5000,1,0.7,0.9,0.5
762,11706,,5023,1,0.7,0.9,0.5
766,11707,,5000,1,0.7,0.9,0.5
767,11707,,5023,1,0.7,0.9,0.5
771,11708,,5000,1,0.7,0.9,0.5
772,11708,,5024,1,0.7,0.9,0.5
776,11709,,5000,1,0.7,0.9,0.5
777,11709,,5024,1,0.7,0.9,0.5
781,11710,,5000,1,0.7,0.9,0.5
782,11710,,5024,1,0.7,0.9,0.5
786,11801,,5000,1,0.7,0.9,0.5
787,11801,,5025,1,0.7,0.9,0.5
788,11801,,5017,1,0.1,0.3,0.5
791,11802,,5000,1,0.7,0.9,0.5
792,11802,,5025,1,0.7,0.9,0.5
793,11802,,5017,1,0.1,0.3,0.5
796,11803,,5000,1,0.7,0.9,0.5
797,11803,,5025,1,0.7,0.9,0.5
798,11803,,5017,1,0.1,0.3,0.5
801,11804,,5000,1,0.7,0.9,0.5
802,11804,,5025,1,0.7,0.9,0.5
803,11804,,5017,1,0.1,0.3,0.5
806,11805,,5000,1,0.7,0.9,0.5
807,11805,,5026,1,0.7,0.9,0.5
808,11805,,5018,1,0.1,0.3,0.5
811,11806,,5000,1,0.7,0.9,0.5
812,11806,,5026,1,0.7,0.9,0.5
813,11806,,5018,1,0.1,0.3,0.5
816,11807,,5000,1,0.7,0.9,0.5
817,11807,,5026,1,0.7,0.9,0.5
818,11807,,5018,1,0.1,0.3,0.5
821,11808,,5000,1,0.7,0.9,0.5
822,11808,,5027,1,0.7,0.9,0.5
823,11808,,5016,1,0.1,0.3,0.5
826,11809,,5000,1,0.7,0.9,0.5
827,11809,,5027,1,0.7,0.9,0.5
828,11809,,5016,1,0.1,0.3,0.5
831,11810,,5000,1,0.7,0.9,0.5
832,11810,,5027,1,0.7,0.9,0.5
833,11810,,5016,1,0.1,0.3,0.5
836,11901,,5000,1,0.7,0.9,0.5
837,11901,,5028,1,0.7,0.9,0.5
841,11902,,5000,1,0.7,0.9,0.5
842,11902,,5028,1,0.7,0.9,0.5
846,11903,,5000,1,0.7,0.9,0.5
847,11903,,5028,1,0.7,0.9,0.5
851,11904,,5000,1,0.7,0.9,0.5
852,11904,,5028,1,0.7,0.9,0.5
856,11905,,5000,1,0.7,0.9,0.5
857,11905,,5029,1,0.7,0.9,0.5
861,11906,,5000,1,0.7,0.9,0.5
862,11906,,5029,1,0.7,0.9,0.5
866,11907,,5000,1,0.7,0.9,0.5
867,11907,,5029,1,0.7,0.9,0.5
871,11908,,5000,1,0.7,0.9,0.5
872,11908,,5030,1,0.7,0.9,0.5
876,11909,,5000,1,0.7,0.9,0.5
877,11909,,5030,1,0.7,0.9,0.5
881,11910,,5000,1,0.7,0.9,0.5
882,11910,,5030,1,0.7,0.9,0.5
886,12001,,5000,1,0.7,0.9,0.5
887,12001,,5031,1,0.7,0.9,0.5
888,12001,,5020,1,0.1,0.3,0.5
891,12002,,5000,1,0.7,0.9,0.5
892,12002,,5031,1,0.7,0.9,0.5
893,12002,,5020,1,0.1,0.3,0.5
896,12003,,5000,1,0.7,0.9,0.5
897,12003,,5031,1,0.7,0.9,0.5
898,12003,,5020,1,0.1,0.3,0.5
901,12004,,5000,1,0.7,0.9,0.5
902,12004,,5031,1,0.7,0.9,0.5
903,12004,,5020,1,0.1,0.3,0.5
906,12005,,5000,1,0.7,0.9,0.5
907,12005,,5032,1,0.7,0.9,0.5
908,12005,,5021,1,0.1,0.3,0.5
911,12006,,5000,1,0.7,0.9,0.5
912,12006,,5032,1,0.7,0.9,0.5
913,12006,,5021,1,0.1,0.3,0.5
916,12007,,5000,1,0.7,0.9,0.5
917,12007,,5032,1,0.7,0.9,0.5
918,12007,,5021,1,0.1,0.3,0.5
921,12008,,5000,1,0.7,0.9,0.5
922,12008,,5033,1,0.7,0.9,0.5
923,12008,,5019,1,0.1,0.3,0.5
926,12009,,5000,1,0.7,0.9,0.5
927,12009,,5033,1,0.7,0.9,0.5
928,12009,,5019,1,0.1,0.3,0.5
931,12010,,5000,1,0.7,0.9,0.5
932,12010,,5033,1,0.7,0.9,0.5
933,12010,,5019,1,0.1,0.3,0.5
936,12101,,5000,1,0.7,0.9,0.5
937,12101,,5034,1,0.7,0.9,0.5
941,12102,,5000,1,0.7,0.9,0.5
942,12102,,5034,1,0.7,0.9,0.5
946,12103,,5000,1,0.7,0.9,0.5
947,12103,,5034,1,0.7,0.9,0.5
951,12104,,5000,1,0.7,0.9,0.5
952,12104,,5034,1,0.7,0.9,0.5
956,12105,,5000,1,0.7,0.9,0.5
957,12105,,5035,1,0.7,0.9,0.5
961,12106,,5000,1,0.7,0.9,0.5
962,12106,,5035,1,0.7,0.9,0.5
966,12107,,5000,1,0.7,0.9,0.5
967,12107,,5035,1,0.7,0.9,0.5
971,12108,,5000,1,0.7,0.9,0.5
972,12108,,5036,1,0.7,0.9,0.5
976,12109,,5000,1,0.7,0.9,0.5
977,12109,,5036,1,0.7,0.9,0.5
981,12110,,5000,1,0.7,0.9,0.5
982,12110,,5036,1,0.7,0.9,0.5
986,12201,,5000,1,0.7,0.9,0.5
987,12201,,5037,1,0.7,0.9,0.5
988,12201,,5024,1,0.1,0.3,0.5
991,12202,,5000,1,0.7,0.9,0.5
992,12202,,5037,1,0.7,0.9,0.5
993,12202,,5024,1,0.1,0.3,0.5
996,12203,,5000,1,0.7,0.9,0.5
997,12203,,5037,1,0.7,0.9,0.5
998,12203,,5024,1,0.1,0.3,0.5
1001,12204,,5000,1,0.7,0.9,0.5
1002,12204,,5037,1,0.7,0.9,0.5
1003,12204,,5024,1,0.1,0.3,0.5
1006,12205,,5000,1,0.7,0.9,0.5
1007,12205,,5038,1,0.7,0.9,0.5
1008,12205,,5022,1,0.1,0.3,0.5
1011,12206,,5000,1,0.7,0.9,0.5
1012,12206,,5038,1,0.7,0.9,0.5
1013,12206,,5022,1,0.1,0.3,0.5
1016,12207,,5000,1,0.7,0.9,0.5
1017,12207,,5038,1,0.7,0.9,0.5
1018,12207,,5022,1,0.1,0.3,0.5
1021,12208,,5000,1,0.7,0.9,0.5
1022,12208,,5039,1,0.7,0.9,0.5
1023,12208,,5023,1,0.1,0.3,0.5
1026,12209,,5000,1,0.7,0.9,0.5
1027,12209,,5039,1,0.7,0.9,0.5
1028,12209,,5023,1,0.1,0.3,0.5
1031,12210,,5000,1,0.7,0.9,0.5
1032,12210,,5039,1,0.7,0.9,0.5
1033,12210,,5023,1,0.1,0.3,0.5
1036,12301,,5000,1,0.7,0.9,0.5
1037,12301,,5040,1,0.7,0.9,0.5
1041,12302,,5000,1,0.7,0.9,0.5
1042,12302,,5040,1,0.7,0.9,0.5
1046,12303,,5000,1,0.7,0.9,0.5
1047,12303,,5040,1,0.7,0.9,0.5
1051,12304,,5000,1,0.7,0.9,0.5
1052,12304,,5040,1,0.7,0.9,0.5
1056,12305,,5000,1,0.7,0.9,0.5
1057,12305,,5041,1,0.7,0.9,0.5
1061,12306,,5000,1,0.7,0.9,0.5
1062,12306,,5041,1,0.7,0.9,0.5
1066,12307,,5000,1,0.7,0.9,0.5
1067,12307,,5041,1,0.7,0.9,0.5
1071,12308,,5000,1,0.7,0.9,0.5
1072,12308,,5042,1,0.7,0.9,0.5
1076,12309,,5000,1,0.7,0.9,0.5
1077,12309,,5042,1,0.7,0.9,0.5
1081,12310,,5000,1,0.7,0.9,0.5
1082,12310,,5042,1,0.7,0.9,0.5
