变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
1002,limit_up_gem_rmb10_101015,,0,1,0,0,0,0,0,0.01,0.2,30,50,{8011=5;8012=2;8017=2;8013=1},100,{8011=6;8012=1;8017=2;8013=1},50,{8011=5;8012=3;8017=1;8013=1},50,{8011=4;8012=4;8017=1;8013=1},50,{8011=4;8012=2;8017=2;8013=2},100,{8011=5;8012=1;8017=2;8013=2},50,{8011=4;8012=3;8017=1;8013=2},50,{8011=5;8012=2;8017=1;8013=2},50,{},0,{},0
10301,limit_up_gem_rmb1_1802,,1,60,0.0045,0.0102,0,60,0,0.01,0.2,30,50,{8105=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10302,limit_up_gem_rmb1_1802,,1,40,0.02,0.08,1,40,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10303,limit_up_gem_rmb1_1802,,1,20,0.015,0.025,0,20,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10304,limit_up_gem_rmb1_1802,,1,10,0.06,0.14,1,10,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10305,limit_up_gem_rmb1_1802,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8103=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10306,limit_up_gem_rmb1_1802,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,{},0,{},0,{},0,{},0,{},0,{},0
10401,limit_up_gem_rmb10_1802,,1,11,0.054,0.113,0,10,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8105=1},100,{8101=4;8102=3;8017=2;8105=1},100,{8101=5;8102=3;8017=1;8105=1},100,{8101=4;8102=2;8103=1;8017=2;8105=1},50,{8101=4;8102=3;8103=1;8017=1;8105=1},50,{8101=3;8102=3;8103=1;8017=2;8105=1},50,{},0,{},0,{},0,{},0
10402,limit_up_gem_rmb10_1802,,1,6,0.05,0.45,1,6,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8105=1},100,{8101=4;8102=3;8017=2;8105=1},100,{8101=5;8102=3;8017=1;8105=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10403,limit_up_gem_rmb10_1802,,1,1,0.3,0.4,1,1,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8105=1},100,{8101=4;8102=3;8017=2;8105=1},100,{8101=5;8102=3;8017=1;8105=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10404,limit_up_gem_rmb10_1802,,1,1,0.05,0.45,0,1,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8104=1},100,{8101=4;8102=3;8017=2;8104=1},100,{8101=5;8102=3;8017=1;8104=1},100,{8101=4;8102=2;8103=1;8017=2;8104=1},50,{8101=4;8102=3;8103=1;8017=1;8104=1},50,{8101=3;8102=3;8103=1;8017=2;8104=1},50,{},0,{},0,{},0,{},0
10405,limit_up_gem_rmb10_1802,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8104=1},100,{8101=4;8102=3;8017=2;8104=1},100,{8101=5;8102=3;8017=1;8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10406,limit_up_gem_rmb10_1802,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8103=1;8102=2;8017=2;8101=5},100,{8103=1;8102=1;8017=2;8101=6},50,{8103=1;8102=3;8017=1;8101=5},50,{8103=1;8102=4;8017=1;8101=4},50,{8103=2;8102=2;8017=2;8101=4},100,{8103=2;8102=1;8017=2;8101=5},50,{8103=2;8102=3;8017=1;8101=4},50,{8103=2;8102=2;8017=1;8101=5},50,{},0,{},0
10501,limit_up_gem_rmb1_1922,,1,60,0.0045,0.0102,0,60,0,0.01,0.2,30,50,{8205=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10502,limit_up_gem_rmb1_1922,,1,40,0.02,0.08,1,40,0,0.01,0.2,30,50,{8204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10503,limit_up_gem_rmb1_1922,,1,20,0.015,0.025,0,20,0,0.01,0.2,30,50,{8204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10504,limit_up_gem_rmb1_1922,,1,10,0.06,0.14,1,10,0,0.01,0.2,30,50,{8204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10505,limit_up_gem_rmb1_1922,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8203=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10506,limit_up_gem_rmb1_1922,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,{},0,{},0,{},0,{},0,{},0,{},0
10601,limit_up_gem_rmb10_1922,,1,11,0.054,0.113,0,10,0,0.01,0.2,30,50,{8205=1;8201=5;8017=2;8202=2},100,{8205=1;8201=4;8017=2;8202=3},100,{8205=1;8201=5;8017=1;8202=3},100,{8205=1;8203=1;8202=2;8017=2;8201=4},50,{8205=1;8203=1;8202=3;8017=1;8201=4},50,{8205=1;8203=1;8202=3;8017=2;8201=3},50,{},0,{},0,{},0,{},0
10602,limit_up_gem_rmb10_1922,,1,6,0.05,0.45,1,6,0,0.01,0.2,30,50,{8205=1;8201=5;8017=2;8202=2},100,{8205=1;8201=4;8017=2;8202=3},100,{8205=1;8201=5;8017=1;8202=3},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10603,limit_up_gem_rmb10_1922,,1,1,0.3,0.4,1,1,0,0.01,0.2,30,50,{8205=1;8201=5;8017=2;8202=2},100,{8205=1;8201=4;8017=2;8202=3},100,{8205=1;8201=5;8017=1;8202=3},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10604,limit_up_gem_rmb10_1922,,1,1,0.05,0.45,0,1,0,0.01,0.2,30,50,{8204=1;8201=5;8017=2;8202=2},100,{8204=1;8201=4;8017=2;8202=3},100,{8204=1;8201=5;8017=1;8202=3},100,{8204=1;8203=1;8202=2;8017=2;8201=4},50,{8204=1;8203=1;8202=3;8017=1;8201=4},50,{8204=1;8203=1;8202=3;8017=2;8201=3},50,{},0,{},0,{},0,{},0
10605,limit_up_gem_rmb10_1922,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8204=1;8201=5;8017=2;8202=2},100,{8204=1;8201=4;8017=2;8202=3},100,{8204=1;8201=5;8017=1;8202=3},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10606,limit_up_gem_rmb10_1922,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8202=2;8201=5;8017=2;8203=1},100,{8202=1;8201=6;8017=2;8203=1},50,{8202=3;8201=5;8017=1;8203=1},50,{8202=4;8201=4;8017=1;8203=1},50,{8202=2;8201=4;8017=2;8203=2},100,{8202=1;8201=5;8017=2;8203=2},50,{8202=3;8201=4;8017=1;8203=2},50,{8202=2;8201=5;8017=1;8203=2},50,{},0,{},0
10701,limit_up_gem_rmb1_2012,,1,60,0.0045,0.0102,0,60,0,0.01,0.2,30,50,{8305=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10702,limit_up_gem_rmb1_2012,,1,40,0.02,0.08,1,40,0,0.01,0.2,30,50,{8304=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10703,limit_up_gem_rmb1_2012,,1,20,0.015,0.025,0,20,0,0.01,0.2,30,50,{8304=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10704,limit_up_gem_rmb1_2012,,1,10,0.06,0.14,1,10,0,0.01,0.2,30,50,{8304=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10705,limit_up_gem_rmb1_2012,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8303=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10706,limit_up_gem_rmb1_2012,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,{},0,{},0,{},0,{},0,{},0,{},0
10801,limit_up_gem_rmb10_2012,,1,11,0.054,0.113,0,10,0,0.01,0.2,30,50,{8302=2;8305=1;8017=2;8301=5},100,{8302=3;8305=1;8017=2;8301=4},100,{8302=3;8305=1;8017=1;8301=5},100,{8305=1;8303=1;8302=2;8017=2;8301=4},50,{8305=1;8303=1;8302=3;8017=1;8301=4},50,{8305=1;8303=1;8302=3;8017=2;8301=3},50,{},0,{},0,{},0,{},0
10802,limit_up_gem_rmb10_2012,,1,6,0.05,0.45,1,6,0,0.01,0.2,30,50,{8302=2;8305=1;8017=2;8301=5},100,{8302=3;8305=1;8017=2;8301=4},100,{8302=3;8305=1;8017=1;8301=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10803,limit_up_gem_rmb10_2012,,1,1,0.3,0.4,1,1,0,0.01,0.2,30,50,{8302=2;8305=1;8017=2;8301=5},100,{8302=3;8305=1;8017=2;8301=4},100,{8302=3;8305=1;8017=1;8301=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10804,limit_up_gem_rmb10_2012,,1,1,0.05,0.45,0,1,0,0.01,0.2,30,50,{8302=2;8304=1;8017=2;8301=5},100,{8302=3;8304=1;8017=2;8301=4},100,{8302=3;8304=1;8017=1;8301=5},100,{8304=1;8303=1;8302=2;8017=2;8301=4},50,{8304=1;8303=1;8302=3;8017=1;8301=4},50,{8304=1;8303=1;8302=3;8017=2;8301=3},50,{},0,{},0,{},0,{},0
10805,limit_up_gem_rmb10_2012,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8302=2;8304=1;8017=2;8301=5},100,{8302=3;8304=1;8017=2;8301=4},100,{8302=3;8304=1;8017=1;8301=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10806,limit_up_gem_rmb10_2012,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8302=2;8303=1;8017=2;8301=5},100,{8302=1;8303=1;8017=2;8301=6},50,{8302=3;8303=1;8017=1;8301=5},50,{8302=4;8303=1;8017=1;8301=4},50,{8302=2;8303=2;8017=2;8301=4},100,{8302=1;8303=2;8017=2;8301=5},50,{8302=3;8303=2;8017=1;8301=4},50,{8302=2;8303=2;8017=1;8301=5},50,{},0,{},0
10901,limit_up_gem_rmb1_2112,,1,60,0.0045,0.0102,0,60,0,0.01,0.2,30,50,{8105=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10902,limit_up_gem_rmb1_2112,,1,40,0.02,0.08,1,40,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10903,limit_up_gem_rmb1_2112,,1,20,0.015,0.025,0,20,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10904,limit_up_gem_rmb1_2112,,1,10,0.06,0.14,1,10,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10905,limit_up_gem_rmb1_2112,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8103=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
10906,limit_up_gem_rmb1_2112,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,{},0,{},0,{},0,{},0,{},0,{},0
11001,limit_up_gem_rmb10_2112,,1,11,0.054,0.113,0,10,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8105=1},100,{8101=4;8102=3;8017=2;8105=1},100,{8101=5;8102=3;8017=1;8105=1},100,{8101=4;8102=2;8103=1;8017=2;8105=1},50,{8101=4;8102=3;8103=1;8017=1;8105=1},50,{8101=3;8102=3;8103=1;8017=2;8105=1},50,{},0,{},0,{},0,{},0
11002,limit_up_gem_rmb10_2112,,1,6,0.05,0.45,1,6,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8105=1},100,{8101=4;8102=3;8017=2;8105=1},100,{8101=5;8102=3;8017=1;8105=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11003,limit_up_gem_rmb10_2112,,1,1,0.3,0.4,1,1,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8105=1},100,{8101=4;8102=3;8017=2;8105=1},100,{8101=5;8102=3;8017=1;8105=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11004,limit_up_gem_rmb10_2112,,1,1,0.05,0.45,0,1,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8104=1},100,{8101=4;8102=3;8017=2;8104=1},100,{8101=5;8102=3;8017=1;8104=1},100,{8101=4;8102=2;8103=1;8017=2;8104=1},50,{8101=4;8102=3;8103=1;8017=1;8104=1},50,{8101=3;8102=3;8103=1;8017=2;8104=1},50,{},0,{},0,{},0,{},0
11005,limit_up_gem_rmb10_2112,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8101=5;8102=2;8017=2;8104=1},100,{8101=4;8102=3;8017=2;8104=1},100,{8101=5;8102=3;8017=1;8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11006,limit_up_gem_rmb10_2112,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8103=1;8102=2;8017=2;8101=5},100,{8103=1;8102=1;8017=2;8101=6},50,{8103=1;8102=3;8017=1;8101=5},50,{8103=1;8102=4;8017=1;8101=4},50,{8103=2;8102=2;8017=2;8101=4},100,{8103=2;8102=1;8017=2;8101=5},50,{8103=2;8102=3;8017=1;8101=4},50,{8103=2;8102=2;8017=1;8101=5},50,{},0,{},0
11101,limit_up_gem_rmb1_2222,,1,60,0.0045,0.0102,0,60,0,0.01,0.2,30,50,{8205=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11102,limit_up_gem_rmb1_2222,,1,40,0.02,0.08,1,40,0,0.01,0.2,30,50,{8204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11103,limit_up_gem_rmb1_2222,,1,20,0.015,0.025,0,20,0,0.01,0.2,30,50,{8204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11104,limit_up_gem_rmb1_2222,,1,10,0.06,0.14,1,10,0,0.01,0.2,30,50,{8204=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11105,limit_up_gem_rmb1_2222,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8203=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11106,limit_up_gem_rmb1_2222,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8201=1},57,{8202=1},22,{8203=1},8,{8017=1},13,{},0,{},0,{},0,{},0,{},0,{},0
11201,limit_up_gem_rmb10_2222,,1,11,0.054,0.113,0,10,0,0.01,0.2,30,50,{8205=1;8201=5;8017=2;8202=2},100,{8205=1;8201=4;8017=2;8202=3},100,{8205=1;8201=5;8017=1;8202=3},100,{8205=1;8203=1;8202=2;8017=2;8201=4},50,{8205=1;8203=1;8202=3;8017=1;8201=4},50,{8205=1;8203=1;8202=3;8017=2;8201=3},50,{},0,{},0,{},0,{},0
11202,limit_up_gem_rmb10_2222,,1,6,0.05,0.45,1,6,0,0.01,0.2,30,50,{8205=1;8201=5;8017=2;8202=2},100,{8205=1;8201=4;8017=2;8202=3},100,{8205=1;8201=5;8017=1;8202=3},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11203,limit_up_gem_rmb10_2222,,1,1,0.3,0.4,1,1,0,0.01,0.2,30,50,{8205=1;8201=5;8017=2;8202=2},100,{8205=1;8201=4;8017=2;8202=3},100,{8205=1;8201=5;8017=1;8202=3},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11204,limit_up_gem_rmb10_2222,,1,1,0.05,0.45,0,1,0,0.01,0.2,30,50,{8204=1;8201=5;8017=2;8202=2},100,{8204=1;8201=4;8017=2;8202=3},100,{8204=1;8201=5;8017=1;8202=3},100,{8204=1;8203=1;8202=2;8017=2;8201=4},50,{8204=1;8203=1;8202=3;8017=1;8201=4},50,{8204=1;8203=1;8202=3;8017=2;8201=3},50,{},0,{},0,{},0,{},0
11205,limit_up_gem_rmb10_2222,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8204=1;8201=5;8017=2;8202=2},100,{8204=1;8201=4;8017=2;8202=3},100,{8204=1;8201=5;8017=1;8202=3},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11206,limit_up_gem_rmb10_2222,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8202=2;8201=5;8017=2;8203=1},100,{8202=1;8201=6;8017=2;8203=1},50,{8202=3;8201=5;8017=1;8203=1},50,{8202=4;8201=4;8017=1;8203=1},50,{8202=2;8201=4;8017=2;8203=2},100,{8202=1;8201=5;8017=2;8203=2},50,{8202=3;8201=4;8017=1;8203=2},50,{8202=2;8201=5;8017=1;8203=2},50,{},0,{},0
11301,limit_up_gem_rmb1_2292,,1,60,0.0045,0.0102,0,60,0,0.01,0.2,30,50,{8305=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11302,limit_up_gem_rmb1_2292,,1,40,0.02,0.08,1,40,0,0.01,0.2,30,50,{8304=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11303,limit_up_gem_rmb1_2292,,1,20,0.015,0.025,0,20,0,0.01,0.2,30,50,{8304=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11304,limit_up_gem_rmb1_2292,,1,10,0.06,0.14,1,10,0,0.01,0.2,30,50,{8304=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11305,limit_up_gem_rmb1_2292,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8303=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11306,limit_up_gem_rmb1_2292,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8301=1},57,{8302=1},22,{8303=1},8,{8017=1},13,{},0,{},0,{},0,{},0,{},0,{},0
11401,limit_up_gem_rmb10_2292,,1,11,0.054,0.113,0,10,0,0.01,0.2,30,50,{8302=2;8305=1;8017=2;8301=5},100,{8302=3;8305=1;8017=2;8301=4},100,{8302=3;8305=1;8017=1;8301=5},100,{8305=1;8303=1;8302=2;8017=2;8301=4},50,{8305=1;8303=1;8302=3;8017=1;8301=4},50,{8305=1;8303=1;8302=3;8017=2;8301=3},50,{},0,{},0,{},0,{},0
11402,limit_up_gem_rmb10_2292,,1,6,0.05,0.45,1,6,0,0.01,0.2,30,50,{8302=2;8305=1;8017=2;8301=5},100,{8302=3;8305=1;8017=2;8301=4},100,{8302=3;8305=1;8017=1;8301=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11403,limit_up_gem_rmb10_2292,,1,1,0.3,0.4,1,1,0,0.01,0.2,30,50,{8302=2;8305=1;8017=2;8301=5},100,{8302=3;8305=1;8017=2;8301=4},100,{8302=3;8305=1;8017=1;8301=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11404,limit_up_gem_rmb10_2292,,1,1,0.05,0.45,0,1,0,0.01,0.2,30,50,{8302=2;8304=1;8017=2;8301=5},100,{8302=3;8304=1;8017=2;8301=4},100,{8302=3;8304=1;8017=1;8301=5},100,{8304=1;8303=1;8302=2;8017=2;8301=4},50,{8304=1;8303=1;8302=3;8017=1;8301=4},50,{8304=1;8303=1;8302=3;8017=2;8301=3},50,{},0,{},0,{},0,{},0
11405,limit_up_gem_rmb10_2292,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8302=2;8304=1;8017=2;8301=5},100,{8302=3;8304=1;8017=2;8301=4},100,{8302=3;8304=1;8017=1;8301=5},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11406,limit_up_gem_rmb10_2292,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8302=2;8303=1;8017=2;8301=5},100,{8302=1;8303=1;8017=2;8301=6},50,{8302=3;8303=1;8017=1;8301=5},50,{8302=4;8303=1;8017=1;8301=4},50,{8302=2;8303=2;8017=2;8301=4},100,{8302=1;8303=2;8017=2;8301=5},50,{8302=3;8303=2;8017=1;8301=4},50,{8302=2;8303=2;8017=1;8301=5},50,{},0,{},0
11501,limit_up_gem_rmb1_2372,,1,60,0.0045,0.0102,0,60,0,0.01,0.2,30,50,{8105=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11502,limit_up_gem_rmb1_2372,,1,40,0.02,0.08,1,40,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11503,limit_up_gem_rmb1_2372,,1,20,0.015,0.025,0,20,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11504,limit_up_gem_rmb1_2372,,1,10,0.06,0.14,1,10,0,0.01,0.2,30,50,{8104=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11505,limit_up_gem_rmb1_2372,,3,1,0,0,1,0,0,0.01,0.2,30,50,{8103=1},100,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0,{},0
11506,limit_up_gem_rmb1_2372,,0,2,0,0,0,0,0,0.01,0.2,30,50,{8101=1},57,{8102=1},22,{8103=1},8,{8017=1},13,{},0,{},0,{},0,{},0,{},0,{},0
