变量名,levelStart,levelEnd,group,res,boss,monsters,weight,backGround
默认值,1,100,0,"""""",<>,,10,stage/ytly.csv
ID,等级下限（大于等于）,等级上限（小于）,怪物组,卡面资源,boss显示项,怪物IDs(cardsID),随机权重,背景地图
1033,1,100,1,config/item/icon_3zrb1.png,<463>,<122;123;1352;2891;463;33>,10,stage/ytly.csv
1034,1,100,1,config/item/icon_3zrb1.png,<122>,<33;542;122;123;122;133>,10,stage/ytly.csv
1035,1,100,1,config/item/icon_3zrb1.png,<172>,<113;62;123;33;172;463>,10,stage/ytly.csv
1036,1,100,1,config/item/icon_3zrb1.png,<462>,<123;111;3561;352;462;1351>,10,stage/ytly.csv
1037,1,100,1,config/item/icon_3zrb1.png,<102>,<61;121;542;111;102;72>,10,stage/ytly.csv
1038,1,100,1,config/item/icon_3zrb1.png,<72>,<451;2891;451;451;72;173>,10,stage/ytly.csv
1039,1,100,1,config/item/icon_3zrb1.png,<1351>,<41;41;132;892;1351;101>,10,stage/ytly.csv
1040,1,100,1,config/item/icon_3zrb1.png,<173>,<2891;3561;463;462;173;33>,10,stage/ytly.csv
1041,1,100,1,config/item/icon_3zrb1.png,<462>,<133;2891;451;451;462;62>,10,stage/ytly.csv
1042,1,100,1,config/item/icon_3zrb1.png,<82>,<172;31;123;352;82;61>,10,stage/ytly.csv
1043,1,100,1,config/item/icon_3zrb1.png,<2891>,<122;1352;31;112;2891;891>,10,stage/ytly.csv
1044,1,100,1,config/item/icon_3zrb1.png,<101>,<893;71;41;462;101;132>,10,stage/ytly.csv
1045,1,100,1,config/item/icon_3zrb1.png,<41>,<541;132;172;231;41;102>,10,stage/ytly.csv
1046,1,100,1,config/item/icon_3zrb1.png,<891>,<31;123;171;192;891;2891>,10,stage/ytly.csv
1047,1,100,1,config/item/icon_3zrb1.png,<231>,<462;132;132;463;231;352>,10,stage/ytly.csv
1048,1,100,1,config/item/icon_3zrb1.png,<893>,<542;191;102;231;893;893>,10,stage/ytly.csv
1049,1,100,1,config/item/icon_3zrb1.png,<82>,<72;231;102;1351;82;132>,10,stage/ytly.csv
1050,1,100,1,config/item/icon_3zrb1.png,<123>,<82;452;72;81;123;452>,10,stage/ytly.csv
1051,1,100,1,config/item/icon_3zrb1.png,<3561>,<463;192;82;1353;3561;542>,10,stage/ytly.csv
1052,1,100,1,config/item/icon_3zrb1.png,<3561>,<892;172;3561;352;3561;121>,10,stage/ytly.csv
1053,1,100,1,config/item/icon_3zrb1.png,<173>,<231;61;462;123;173;463>,10,stage/ytly.csv
1054,1,100,1,config/item/icon_3zrb1.png,<122>,<81;891;893;2891;122;1351>,10,stage/ytly.csv
1055,1,100,1,config/item/icon_3zrb1.png,<542>,<81;61;231;451;542;113>,10,stage/ytly.csv
1056,1,100,1,config/item/icon_3zrb1.png,<1351>,<132;113;1352;62;1351;62>,10,stage/ytly.csv
1057,1,100,1,config/item/icon_3zrb1.png,<2891>,<121;463;123;463;2891;893>,10,stage/ytly.csv
1058,1,100,1,config/item/icon_3zrb1.png,<3562>,<232;133;3562;1353;3562;72>,10,stage/ytly.csv
1059,1,100,1,config/item/icon_3zrb1.png,<133>,<892;1353;192;231;133;463>,10,stage/ytly.csv
1060,1,100,1,config/item/icon_3zrb1.png,<232>,<123;1351;171;82;232;71>,10,stage/ytly.csv
1061,1,100,1,config/item/icon_3zrb1.png,<122>,<122;31;171;2891;122;101>,10,stage/ytly.csv
1062,1,100,1,config/item/icon_3zrb1.png,<352>,<3561;171;71;41;352;71>,10,stage/ytly.csv
1063,1,100,1,config/item/icon_3zrb1.png,<82>,<172;82;892;132;82;192>,10,stage/ytly.csv
1064,1,100,1,config/item/icon_3zrb1.png,<1353>,<132;541;133;82;1353;101>,10,stage/ytly.csv
1065,1,100,1,config/item/icon_3zrb1.png,<132>,<351;893;122;82;132;352>,10,stage/ytly.csv
1066,1,100,1,config/item/icon_3zrb1.png,<462>,<1351;462;232;41;462;72>,10,stage/ytly.csv
1067,1,100,1,config/item/icon_3zrb1.png,<2891>,<893;3561;893;112;2891;891>,10,stage/ytly.csv
1068,1,100,1,config/item/icon_3zrb1.png,<121>,<132;31;173;72;121;131>,10,stage/ytly.csv
1069,1,100,1,config/item/icon_3zrb1.png,<1351>,<1351;101;31;173;1351;72>,10,stage/ytly.csv
1070,1,100,1,config/item/icon_3zrb1.png,<61>,<131;452;1352;33;61;541>,10,stage/ytly.csv
1071,1,100,1,config/item/icon_3zrb1.png,<462>,<133;111;1352;132;462;171>,10,stage/ytly.csv
1072,1,100,1,config/item/icon_3zrb1.png,<452>,<452;351;2891;3561;452;61>,10,stage/ytly.csv
1073,1,100,1,config/item/icon_3zrb1.png,<2891>,<542;113;1351;41;2891;111>,10,stage/ytly.csv
1074,1,100,1,config/item/icon_3zrb1.png,<123>,<121;3561;232;122;123;2891>,10,stage/ytly.csv
1075,1,100,1,config/item/icon_3zrb1.png,<41>,<171;231;111;1353;41;82>,10,stage/ytly.csv
1076,1,100,1,config/item/icon_3zrb1.png,<131>,<62;82;82;451;131;113>,10,stage/ytly.csv
1077,1,100,1,config/item/icon_3zrb1.png,<1351>,<101;33;2891;231;1351;132>,10,stage/ytly.csv
1078,1,100,1,config/item/icon_3zrb1.png,<1352>,<41;351;41;2891;1352;112>,10,stage/ytly.csv
1079,1,100,1,config/item/icon_3zrb1.png,<132>,<101;452;71;101;132;192>,10,stage/ytly.csv
1080,1,100,1,config/item/icon_3zrb1.png,<171>,<31;352;121;1353;171;72>,10,stage/ytly.csv
1081,1,100,1,config/item/icon_3zrb1.png,<1353>,<1351;352;231;542;1353;3562>,10,stage/ytly.csv
1082,1,100,1,config/item/icon_3zrb1.png,<41>,<892;1351;113;72;41;101>,10,stage/ytly.csv
1083,1,100,1,config/item/icon_3zrb1.png,<113>,<462;3562;101;892;113;71>,10,stage/ytly.csv
1084,1,100,1,config/item/icon_3zrb1.png,<352>,<231;101;111;462;352;112>,10,stage/ytly.csv
1085,1,100,1,config/item/icon_3zrb1.png,<31>,<173;62;352;131;31;892>,10,stage/ytly.csv
1086,1,100,1,config/item/icon_3zrb1.png,<451>,<3562;191;62;123;451;123>,10,stage/ytly.csv
1087,1,100,1,config/item/icon_3zrb1.png,<1353>,<541;462;173;123;1353;113>,10,stage/ytly.csv
1088,1,100,1,config/item/icon_3zrb1.png,<123>,<893;82;171;31;123;81>,10,stage/ytly.csv
1089,1,100,1,config/item/icon_3zrb1.png,<41>,<891;351;123;451;41;451>,10,stage/ytly.csv
1090,1,100,1,config/item/icon_3zrb1.png,<61>,<352;462;173;191;61;3562>,10,stage/ytly.csv
1091,1,100,1,config/item/icon_3zrb1.png,<352>,<463;893;463;232;352;62>,10,stage/ytly.csv
1092,1,100,1,config/item/icon_3zrb1.png,<463>,<101;541;123;3561;463;71>,10,stage/ytly.csv
1093,1,100,1,config/item/icon_3zrb1.png,<231>,<451;351;1351;72;231;112>,10,stage/ytly.csv
1094,1,100,1,config/item/icon_3zrb1.png,<112>,<462;191;31;232;112;31>,10,stage/ytly.csv
1095,1,100,1,config/item/icon_3zrb1.png,<111>,<72;113;101;3562;111;451>,10,stage/ytly.csv
1096,1,100,1,config/item/icon_3zrb1.png,<121>,<112;71;451;191;121;1353>,10,stage/ytly.csv
1097,1,100,1,config/item/icon_3zrb1.png,<61>,<1351;452;133;121;61;72>,10,stage/ytly.csv
1098,1,100,1,config/item/icon_3zrb1.png,<101>,<132;891;192;82;101;232>,10,stage/ytly.csv
1099,1,100,1,config/item/icon_3zrb1.png,<123>,<133;352;892;101;123;82>,10,stage/ytly.csv
1100,1,100,1,config/item/icon_3zrb1.png,<462>,<893;173;62;62;462;101>,10,stage/ytly.csv
1101,1,100,1,config/item/icon_3zrb1.png,<541>,<172;541;31;102;541;891>,10,stage/ytly.csv
1102,1,100,1,config/item/icon_3zrb1.png,<71>,<1351;542;171;113;71;891>,10,stage/ytly.csv
1103,1,100,1,config/item/icon_3zrb1.png,<1351>,<352;121;82;31;1351;102>,10,stage/ytly.csv
1104,1,100,1,config/item/icon_3zrb1.png,<3562>,<131;192;122;1351;3562;72>,10,stage/ytly.csv
1105,1,100,1,config/item/icon_3zrb1.png,<82>,<112;3562;893;41;82;1352>,10,stage/ytly.csv
1106,1,100,1,config/item/icon_3zrb1.png,<81>,<31;81;463;192;81;121>,10,stage/ytly.csv
1107,1,100,1,config/item/icon_3zrb1.png,<111>,<132;3561;3562;132;111;542>,10,stage/ytly.csv
1108,1,100,1,config/item/icon_3zrb1.png,<462>,<451;72;541;1352;462;102>,10,stage/ytly.csv
1109,1,100,1,config/item/icon_3zrb1.png,<351>,<352;132;232;451;351;541>,10,stage/ytly.csv
1110,1,100,1,config/item/icon_3zrb1.png,<2891>,<112;111;542;101;2891;171>,10,stage/ytly.csv
1111,1,100,1,config/item/icon_3zrb1.png,<122>,<113;122;891;2891;122;172>,10,stage/ytly.csv
1112,1,100,1,config/item/icon_3zrb1.png,<101>,<232;133;81;891;101;61>,10,stage/ytly.csv
1113,1,100,1,config/item/icon_3zrb1.png,<2891>,<893;3561;231;122;2891;81>,10,stage/ytly.csv
1114,1,100,1,config/item/icon_3zrb1.png,<31>,<2891;1353;2891;172;31;1351>,10,stage/ytly.csv
1115,1,100,1,config/item/icon_3zrb1.png,<542>,<191;231;171;541;542;1352>,10,stage/ytly.csv
1116,1,100,1,config/item/icon_3zrb1.png,<1352>,<172;112;71;72;1352;133>,10,stage/ytly.csv
1117,1,100,1,config/item/icon_3zrb1.png,<113>,<81;232;131;172;113;112>,10,stage/ytly.csv
1118,1,100,1,config/item/icon_3zrb1.png,<112>,<463;172;122;192;112;231>,10,stage/ytly.csv
1119,1,100,1,config/item/icon_3zrb1.png,<462>,<71;171;111;113;462;172>,10,stage/ytly.csv
1120,1,100,1,config/item/icon_3zrb1.png,<1351>,<171;893;62;82;1351;893>,10,stage/ytly.csv
1121,1,100,2,config/item/icon_3tfl2.png,<2>,<492;2611;692;11;2;3431>,10,stage/ytly.csv
1122,1,100,2,config/item/icon_3tfl2.png,<3432>,<3432;3411;2071;2611;3432;3431>,10,stage/ytly.csv
1123,1,100,2,config/item/icon_3tfl2.png,<1>,<3413;22;801;3021;1;21>,10,stage/ytly.csv
1124,1,100,2,config/item/icon_3tfl2.png,<2592>,<2272;52;51;282;2592;1863>,10,stage/ytly.csv
1125,1,100,2,config/item/icon_3tfl2.png,<1841>,<372;1172;2011;1861;1841;3>,10,stage/ytly.csv
1126,1,100,2,config/item/icon_3tfl2.png,<12>,<691;3412;2873;2683;12;472>,10,stage/ytly.csv
1127,1,100,2,config/item/icon_3tfl2.png,<1171>,<801;271;3;2071;1171;491>,10,stage/ytly.csv
1128,1,100,2,config/item/icon_3tfl2.png,<3292>,<2924;3;3021;282;3292;3281>,10,stage/ytly.csv
1129,1,100,2,config/item/icon_3tfl2.png,<3502>,<3;273;2633;2012;3502;21>,10,stage/ytly.csv
1130,1,100,2,config/item/icon_3tfl2.png,<3471>,<2682;3342;3282;1863;3471;3413>,10,stage/ytly.csv
1131,1,100,2,config/item/icon_3tfl2.png,<23>,<692;302;3341;1861;23;3342>,10,stage/ytly.csv
1132,1,100,2,config/item/icon_3tfl2.png,<2>,<2632;2073;2962;491;2;2591>,10,stage/ytly.csv
1133,1,100,2,config/item/icon_3tfl2.png,<2681>,<2013;53;1171;271;2681;2873>,10,stage/ytly.csv
1134,1,100,2,config/item/icon_3tfl2.png,<2632>,<52;464;3342;3511;2632;3283>,10,stage/ytly.csv
1135,1,100,2,config/item/icon_3tfl2.png,<1443>,<3282;2681;283;464;1443;3291>,10,stage/ytly.csv
1136,1,100,2,config/item/icon_3tfl2.png,<53>,<3282;2633;2961;1443;53;1612>,10,stage/ytly.csv
1137,1,100,2,config/item/icon_3tfl2.png,<2963>,<11;3341;1862;2302;2963;1442>,10,stage/ytly.csv
1138,1,100,2,config/item/icon_3tfl2.png,<552>,<2923;801;1443;2632;552;91>,10,stage/ytly.csv
1139,1,100,2,config/item/icon_3tfl2.png,<2612>,<11;3282;3502;3341;2612;3411>,10,stage/ytly.csv
1140,1,100,2,config/item/icon_3tfl2.png,<271>,<3431;3432;3281;2924;271;91>,10,stage/ytly.csv
1141,1,100,2,config/item/icon_3tfl2.png,<2923>,<52;372;2;691;2923;2612>,10,stage/ytly.csv
1142,1,100,2,config/item/icon_3tfl2.png,<2483>,<2301;2071;3291;2591;2483;3291>,10,stage/ytly.csv
1143,1,100,2,config/item/icon_3tfl2.png,<2633>,<792;272;783;2681;2633;781>,10,stage/ytly.csv
1144,1,100,2,config/item/icon_3tfl2.png,<472>,<372;783;691;3291;472;3282>,10,stage/ytly.csv
1145,1,100,2,config/item/icon_3tfl2.png,<2922>,<691;53;3502;692;2922;1862>,10,stage/ytly.csv
1146,1,100,2,config/item/icon_3tfl2.png,<2963>,<792;271;2631;22;2963;2681>,10,stage/ytly.csv
1147,1,100,2,config/item/icon_3tfl2.png,<273>,<2871;91;1863;482;273;302>,10,stage/ytly.csv
1148,1,100,2,config/item/icon_3tfl2.png,<801>,<3432;2612;3413;2272;801;471>,10,stage/ytly.csv
1149,1,100,2,config/item/icon_3tfl2.png,<2633>,<1;302;2011;372;2633;1442>,10,stage/ytly.csv
1150,1,100,2,config/item/icon_3tfl2.png,<3411>,<3411;781;551;2822;3411;302>,10,stage/ytly.csv
1151,1,100,2,config/item/icon_3tfl2.png,<53>,<372;52;472;2631;53;2962>,10,stage/ytly.csv
1152,1,100,2,config/item/icon_3tfl2.png,<3>,<2961;273;1442;1443;3;2961>,10,stage/ytly.csv
1153,1,100,2,config/item/icon_3tfl2.png,<2612>,<282;23;91;2633;2612;3283>,10,stage/ytly.csv
1154,1,100,2,config/item/icon_3tfl2.png,<2013>,<2873;3471;1;2611;2013;3471>,10,stage/ytly.csv
1155,1,100,2,config/item/icon_3tfl2.png,<2682>,<781;1172;21;13;2682;3011>,10,stage/ytly.csv
1156,1,100,2,config/item/icon_3tfl2.png,<1841>,<1841;3;2683;51;1841;492>,10,stage/ytly.csv
1157,1,100,2,config/item/icon_3tfl2.png,<3431>,<782;3411;2681;272;3431;2481>,10,stage/ytly.csv
1158,1,100,2,config/item/icon_3tfl2.png,<3511>,<2923;3412;2924;52;3511;783>,10,stage/ytly.csv
1159,1,100,2,config/item/icon_3tfl2.png,<2631>,<802;552;51;2482;2631;3501>,10,stage/ytly.csv
1160,1,100,2,config/item/icon_3tfl2.png,<3283>,<52;2;481;1171;3283;552>,10,stage/ytly.csv
1161,1,100,2,config/item/icon_3tfl2.png,<2272>,<3471;803;2961;372;2272;13>,10,stage/ytly.csv
1162,1,100,2,config/item/icon_3tfl2.png,<482>,<371;2011;2611;2611;482;552>,10,stage/ytly.csv
1163,1,100,2,config/item/icon_3tfl2.png,<2592>,<51;793;371;272;2592;3502>,10,stage/ytly.csv
1164,1,100,2,config/item/icon_3tfl2.png,<3431>,<1861;3502;271;481;3431;3281>,10,stage/ytly.csv
1165,1,100,2,config/item/icon_3tfl2.png,<1841>,<283;1612;471;464;1841;492>,10,stage/ytly.csv
1166,1,100,2,config/item/icon_3tfl2.png,<782>,<2012;3011;1611;2924;782;53>,10,stage/ytly.csv
1167,1,100,2,config/item/icon_3tfl2.png,<782>,<3283;783;3411;793;782;2302>,10,stage/ytly.csv
1168,1,100,2,config/item/icon_3tfl2.png,<482>,<283;22;301;371;482;3282>,10,stage/ytly.csv
1169,1,100,2,config/item/icon_3tfl2.png,<1841>,<3411;1442;2681;2011;1841;12>,10,stage/ytly.csv
1170,1,100,2,config/item/icon_3tfl2.png,<2>,<2961;372;281;481;2;2302>,10,stage/ytly.csv
1171,1,100,2,config/item/icon_3tfl2.png,<3432>,<3293;3411;2873;2962;3432;372>,10,stage/ytly.csv
1172,1,100,2,config/item/icon_3tfl2.png,<2271>,<3;2632;3412;2593;2271;372>,10,stage/ytly.csv
1173,1,100,2,config/item/icon_3tfl2.png,<1443>,<21;1;461;2961;1443;282>,10,stage/ytly.csv
1174,1,100,2,config/item/icon_3tfl2.png,<801>,<2013;3282;1;372;801;482>,10,stage/ytly.csv
1175,1,100,2,config/item/icon_3tfl2.png,<2071>,<91;2922;2681;3413;2071;2301>,10,stage/ytly.csv
1176,1,100,2,config/item/icon_3tfl2.png,<2073>,<2871;11;492;2921;2073;1611>,10,stage/ytly.csv
1177,1,100,2,config/item/icon_3tfl2.png,<13>,<551;2481;2591;1172;13;2631>,10,stage/ytly.csv
1178,1,100,2,config/item/icon_3tfl2.png,<482>,<2962;2483;283;3012;482;3511>,10,stage/ytly.csv
1179,1,100,2,config/item/icon_3tfl2.png,<1861>,<2961;2483;3412;2924;1861;2822>,10,stage/ytly.csv
1180,1,100,2,config/item/icon_3tfl2.png,<282>,<491;2593;464;2073;282;2872>,10,stage/ytly.csv
1181,1,100,2,config/item/icon_3tfl2.png,<803>,<1841;11;2922;1442;803;482>,10,stage/ytly.csv
1182,1,100,2,config/item/icon_3tfl2.png,<272>,<2922;2;2961;1172;272;2681>,10,stage/ytly.csv
1183,1,100,2,config/item/icon_3tfl2.png,<302>,<2963;53;3281;13;302;1841>,10,stage/ytly.csv
1184,1,100,2,config/item/icon_3tfl2.png,<793>,<52;1441;2272;801;793;802>,10,stage/ytly.csv
1185,1,100,2,config/item/icon_3tfl2.png,<461>,<21;2961;2682;52;461;3413>,10,stage/ytly.csv
1186,1,100,2,config/item/icon_3tfl2.png,<3293>,<12;2271;3012;3012;3293;2612>,10,stage/ytly.csv
1187,1,100,2,config/item/icon_3tfl2.png,<791>,<2962;3432;1172;792;791;281>,10,stage/ytly.csv
1188,1,100,2,config/item/icon_3tfl2.png,<471>,<472;2872;1841;3011;471;792>,10,stage/ytly.csv
1189,1,100,2,config/item/icon_3tfl2.png,<3502>,<2873;691;2301;2301;3502;2681>,10,stage/ytly.csv
1190,1,100,2,config/item/icon_3tfl2.png,<283>,<2073;2873;2821;3011;283;2592>,10,stage/ytly.csv
1191,1,100,2,config/item/icon_3tfl2.png,<273>,<2633;472;1863;1443;273;3291>,10,stage/ytly.csv
1192,1,100,2,config/item/icon_3tfl2.png,<283>,<793;2302;302;2;283;3283>,10,stage/ytly.csv
1193,1,100,2,config/item/icon_3tfl2.png,<2591>,<793;3342;3342;3292;2591;52>,10,stage/ytly.csv
1194,1,100,2,config/item/icon_3tfl2.png,<23>,<1612;491;3412;22;23;3291>,10,stage/ytly.csv
1195,1,100,2,config/item/icon_3tfl2.png,<2271>,<3341;12;1611;282;2271;3341>,10,stage/ytly.csv
1196,1,100,2,config/item/icon_3tfl2.png,<552>,<2632;2681;3341;2872;552;3282>,10,stage/ytly.csv
1197,1,100,2,config/item/icon_3tfl2.png,<21>,<271;281;272;91;21;3432>,10,stage/ytly.csv
1198,1,100,2,config/item/icon_3tfl2.png,<51>,<1862;1;2072;2071;51;551>,10,stage/ytly.csv
1199,1,100,2,config/item/icon_3tfl2.png,<2612>,<3412;1442;2631;491;2612;691>,10,stage/ytly.csv
1200,1,100,2,config/item/icon_3tfl2.png,<3511>,<802;3293;1443;791;3511;3293>,10,stage/ytly.csv
1201,1,100,2,config/item/icon_3tfl2.png,<2013>,<2922;2483;282;302;2013;2631>,10,stage/ytly.csv
1202,1,100,2,config/item/icon_3tfl2.png,<2683>,<3411;2272;492;23;2683;301>,10,stage/ytly.csv
1203,1,100,2,config/item/icon_3tfl2.png,<23>,<3292;2013;2631;3011;23;1171>,10,stage/ytly.csv
1204,1,100,2,config/item/icon_3tfl2.png,<272>,<793;3413;1442;302;272;3342>,10,stage/ytly.csv
1205,1,100,2,config/item/icon_3tfl2.png,<1441>,<2591;3412;1171;803;1441;3283>,10,stage/ytly.csv
1206,1,100,2,config/item/icon_3tfl2.png,<23>,<2682;802;482;23;23;552>,10,stage/ytly.csv
1207,1,100,2,config/item/icon_3tfl2.png,<3412>,<2682;2682;372;552;3412;3472>,10,stage/ytly.csv
1208,1,100,2,config/item/icon_3tfl2.png,<2633>,<21;3282;2681;1171;2633;3511>,10,stage/ytly.csv
1209,1,100,2,config/item/icon_3tfl2.png,<781>,<3342;791;23;2821;781;2922>,10,stage/ytly.csv
1210,1,100,2,config/item/icon_3tfl2.png,<552>,<91;482;2822;2633;552;2302>,10,stage/ytly.csv
1211,1,100,2,config/item/icon_3tfl2.png,<2482>,<1441;2481;2012;3412;2482;3432>,10,stage/ytly.csv
1212,1,100,2,config/item/icon_3tfl2.png,<2271>,<2961;1861;2821;2681;2271;3411>,10,stage/ytly.csv
1213,1,100,2,config/item/icon_3tfl2.png,<782>,<2963;801;2013;472;782;803>,10,stage/ytly.csv
1214,1,100,2,config/item/icon_3tfl2.png,<793>,<692;53;2592;2072;793;2593>,10,stage/ytly.csv
1215,1,100,2,config/item/icon_3tfl2.png,<2681>,<2871;53;22;2633;2681;782>,10,stage/ytly.csv
1216,1,100,2,config/item/icon_3tfl2.png,<2612>,<1841;2012;1443;1862;2612;2632>,10,stage/ytly.csv
1217,1,100,2,config/item/icon_3tfl2.png,<3411>,<2;2013;1863;3341;3411;3281>,10,stage/ytly.csv
1218,1,100,2,config/item/icon_3tfl2.png,<3411>,<801;3293;2302;11;3411;2631>,10,stage/ytly.csv
1219,1,100,2,config/item/icon_3tfl2.png,<782>,<2962;801;2924;464;782;3432>,10,stage/ytly.csv
1220,1,100,2,config/item/icon_3tfl2.png,<2072>,<3411;2;2821;371;2072;2012>,10,stage/ytly.csv
1221,1,100,2,config/item/icon_3tfl2.png,<2962>,<2483;283;782;3412;2962;2592>,10,stage/ytly.csv
1222,1,100,2,config/item/icon_3tfl2.png,<791>,<2923;2611;2822;2681;791;1861>,10,stage/ytly.csv
1223,1,100,2,config/item/icon_3tfl2.png,<1443>,<464;2072;23;691;1443;3472>,10,stage/ytly.csv
1224,1,100,2,config/item/icon_3tfl2.png,<2871>,<2612;802;803;11;2871;3342>,10,stage/ytly.csv
1225,1,100,2,config/item/icon_3tfl2.png,<3>,<491;1;3412;2302;3;2011>,10,stage/ytly.csv
1226,1,100,2,config/item/icon_3tfl2.png,<3412>,<13;2612;93;1;3412;2871>,10,stage/ytly.csv
1227,1,100,2,config/item/icon_3tfl2.png,<22>,<1612;3;301;2272;22;3411>,10,stage/ytly.csv
1228,1,100,2,config/item/icon_3tfl2.png,<1863>,<2301;1172;51;461;1863;2482>,10,stage/ytly.csv
1229,1,100,2,config/item/icon_3tfl2.png,<2821>,<2632;3342;3472;792;2821;781>,10,stage/ytly.csv
1230,1,100,2,config/item/icon_3tfl2.png,<3471>,<2301;472;3283;51;3471;12>,10,stage/ytly.csv
1231,1,100,2,config/item/icon_3tfl2.png,<2633>,<12;1863;3;1862;2633;3412>,10,stage/ytly.csv
1232,1,100,2,config/item/icon_3tfl2.png,<91>,<2073;281;2822;2873;91;3431>,10,stage/ytly.csv
1233,1,100,2,config/item/icon_3tfl2.png,<2962>,<281;1;13;783;2962;1611>,10,stage/ytly.csv
1234,1,100,2,config/item/icon_3tfl2.png,<2871>,<792;552;2591;802;2871;482>,10,stage/ytly.csv
1235,1,100,2,config/item/icon_3tfl2.png,<464>,<93;2612;552;2073;464;51>,10,stage/ytly.csv
1236,1,100,2,config/item/icon_3tfl2.png,<2482>,<471;3413;301;3292;2482;3501>,10,stage/ytly.csv
1237,1,100,2,config/item/icon_3tfl2.png,<472>,<2963;2963;2592;302;472;801>,10,stage/ytly.csv
1238,1,100,2,config/item/icon_3tfl2.png,<3511>,<781;461;1612;2271;3511;13>,10,stage/ytly.csv
1239,1,100,2,config/item/icon_3tfl2.png,<2012>,<3342;3293;371;1862;2012;2611>,10,stage/ytly.csv
1240,1,100,2,config/item/icon_3tfl2.png,<1172>,<3472;3021;1863;22;1172;2012>,10,stage/ytly.csv
1241,1,100,3,config/item/icon_3ttdc3.png,<1292>,<2482;803;1291;263;1292;3501>,10,stage/ytly.csv
1242,1,100,3,config/item/icon_3ttdc3.png,<3511>,<2483;3142;3631;52;3511;283>,10,stage/ytly.csv
